Date,access1-0.1.rcp45,access1-0.1.rcp85,access1-3.1.rcp45,access1-3.1.rcp85,bcc-csm1-1.1.rcp26,bcc-csm1-1.1.rcp45,bcc-csm1-1.1.rcp60,bcc-csm1-1.1.rcp85,bcc-csm1-1-m.1.rcp45,bcc-csm1-1-m.1.rcp85,canesm2.1.rcp26,canesm2.2.rcp26,canesm2.3.rcp26,canesm2.4.rcp26,canesm2.5.rcp26,canesm2.1.rcp45,canesm2.2.rcp45,canesm2.3.rcp45,canesm2.4.rcp45,canesm2.5.rcp45,canesm2.1.rcp85,canesm2.2.rcp85,canesm2.3.rcp85,canesm2.4.rcp85,canesm2.5.rcp85,ccsm4.1.rcp26,ccsm4.2.rcp26,ccsm4.3.rcp26,ccsm4.4.rcp26,ccsm4.5.rcp26,ccsm4.1.rcp45,ccsm4.2.rcp45,ccsm4.3.rcp45,ccsm4.4.rcp45,ccsm4.5.rcp45,ccsm4.1.rcp60,ccsm4.2.rcp60,ccsm4.3.rcp60,ccsm4.4.rcp60,ccsm4.5.rcp60,ccsm4.1.rcp85,ccsm4.2.rcp85,ccsm4.3.rcp85,ccsm4.4.rcp85,ccsm4.5.rcp85,cesm1-bgc.1.rcp45,cesm1-bgc.1.rcp85,cesm1-cam5.1.rcp26,cesm1-cam5.2.rcp26,cesm1-cam5.3.rcp26,cesm1-cam5.1.rcp45,cesm1-cam5.2.rcp45,cesm1-cam5.3.rcp45,cesm1-cam5.1.rcp60,cesm1-cam5.3.rcp60,cesm1-cam5.1.rcp85,cesm1-cam5.2.rcp85,cesm1-cam5.3.rcp85,cmcc-cm.1.rcp45,cmcc-cm.1.rcp85,cnrm-cm5.1.rcp45,cnrm-cm5.1.rcp85,cnrm-cm5.2.rcp85,cnrm-cm5.4.rcp85,cnrm-cm5.6.rcp85,cnrm-cm5.10.rcp85,csiro-mk3-6-0.1.rcp26,csiro-mk3-6-0.2.rcp26,csiro-mk3-6-0.3.rcp26,csiro-mk3-6-0.4.rcp26,csiro-mk3-6-0.5.rcp26,csiro-mk3-6-0.6.rcp26,csiro-mk3-6-0.7.rcp26,csiro-mk3-6-0.8.rcp26,csiro-mk3-6-0.9.rcp26,csiro-mk3-6-0.10.rcp26,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp60,csiro-mk3-6-0.2.rcp60,csiro-mk3-6-0.3.rcp60,csiro-mk3-6-0.4.rcp60,csiro-mk3-6-0.5.rcp60,csiro-mk3-6-0.6.rcp60,csiro-mk3-6-0.7.rcp60,csiro-mk3-6-0.8.rcp60,csiro-mk3-6-0.9.rcp60,csiro-mk3-6-0.10.rcp60,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,ec-earth.8.rcp26,ec-earth.12.rcp26,ec-earth.2.rcp45,ec-earth.8.rcp45,ec-earth.12.rcp45,ec-earth.6.rcp85,ec-earth.8.rcp85,ec-earth.12.rcp85,fgoals-g2.1.rcp26,fgoals-g2.1.rcp45,fgoals-g2.1.rcp85,fgoals-s2.2.rcp45,fgoals-s2.2.rcp85,fgoals-s2.3.rcp85,fio-esm.1.rcp26,fio-esm.2.rcp26,fio-esm.3.rcp26,fio-esm.1.rcp45,fio-esm.2.rcp45,fio-esm.3.rcp45,fio-esm.1.rcp60,fio-esm.2.rcp60,fio-esm.3.rcp60,fio-esm.1.rcp85,fio-esm.2.rcp85,fio-esm.3.rcp85,gfdl-cm3.1.rcp26,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp60,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp26,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp60,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp26,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp60,gfdl-esm2m.1.rcp85,giss-e2-h-cc.1.rcp45,giss-e2-r.1.rcp26,giss-e2-r.1.rcp45,giss-e2-r.2.rcp45,giss-e2-r.3.rcp45,giss-e2-r.4.rcp45,giss-e2-r.5.rcp45,giss-e2-r.1.rcp60,giss-e2-r.1.rcp85,giss-e2-r-cc.1.rcp45,hadgem2-ao.1.rcp26,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp60,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp26,hadgem2-es.2.rcp26,hadgem2-es.3.rcp26,hadgem2-es.4.rcp26,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp60,hadgem2-es.2.rcp60,hadgem2-es.3.rcp60,hadgem2-es.4.rcp60,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,inmcm4.1.rcp45,inmcm4.1.rcp85,ipsl-cm5a-lr.1.rcp26,ipsl-cm5a-lr.2.rcp26,ipsl-cm5a-lr.3.rcp26,ipsl-cm5a-lr.1.rcp45,ipsl-cm5a-lr.2.rcp45,ipsl-cm5a-lr.3.rcp45,ipsl-cm5a-lr.4.rcp45,ipsl-cm5a-lr.1.rcp60,ipsl-cm5a-lr.1.rcp85,ipsl-cm5a-lr.2.rcp85,ipsl-cm5a-lr.3.rcp85,ipsl-cm5a-lr.4.rcp85,ipsl-cm5a-mr.1.rcp26,ipsl-cm5a-mr.1.rcp45,ipsl-cm5a-mr.1.rcp60,ipsl-cm5a-mr.1.rcp85,ipsl-cm5b-lr.1.rcp45,ipsl-cm5b-lr.1.rcp85,miroc-esm.1.rcp26,miroc-esm.1.rcp45,miroc-esm.1.rcp60,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp26,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp60,miroc-esm-chem.1.rcp85,miroc5.1.rcp26,miroc5.1.rcp45,miroc5.1.rcp60,miroc5.1.rcp85,mpi-esm-lr.1.rcp26,mpi-esm-lr.2.rcp26,mpi-esm-lr.3.rcp26,mpi-esm-lr.1.rcp45,mpi-esm-lr.2.rcp45,mpi-esm-lr.3.rcp45,mpi-esm-lr.1.rcp85,mpi-esm-lr.2.rcp85,mpi-esm-lr.3.rcp85,mpi-esm-mr.1.rcp26,mpi-esm-mr.1.rcp45,mpi-esm-mr.1.rcp85,mri-cgcm3.1.rcp26,mri-cgcm3.1.rcp45,mri-cgcm3.1.rcp85,noresm1-m.1.rcp26,noresm1-m.1.rcp45,noresm1-m.1.rcp60,noresm1-m.1.rcp85,noresm1-me.1.rcp26,noresm1-me.1.rcp45,noresm1-me.1.rcp60,noresm1-me.1.rcp85
6/1/41,28.504,30.551,28.163,29.263,27.214,29.214,29.101,28.177,27.274,28.937,31.221,28.066,29.887,30.054,29.127,28.828,28.667,28.449,28.234,32.111,32.207,30.555,31.837,30.559,30.987,27.876,29.015,29.776,29.119,27.854,29.784,29.154,28.492,27.52,29.831,29.895,30.053,29.9,28.295,28.736,27.994,29.119,30.56,28.67,30.131,27.321,27.468,27.431,29.369,27.5,29.149,30.433,27.875,27.673,27.445,31.194,30.703,27.5,28.497,30.861,28.678,28.553,27.813,30.354,28.805,29.581,27.825,29.354,29.666,29.711,29.663,29.529,29.642,29.212,30.703,27.763,30.411,30.485,27.709,30.587,30.029,29.83,31.788,32.142,31.368,28.968,30.52,29.868,28.776,27.511,28.234,29.529,29.591,29.075,28.703,30.21,32.425,29.322,29.243,28.816,25.109,31.816,30.893,29.471,30.103,28.885,27.954,28.547,28.311,29.332,29.558,30.083,28.434,30.311,28.519,28.688,28.689,29.987,30.049,31.565,27.581,27.906,29.05,27.529,27.776,28.933,26.681,26.944,27.797,27.351,29.128,27.536,29.163,29.481,29.87,29.095,28.4,32.075,31.438,30.766,29.194,31.732,28.869,27.601,28.175,31.592,32.263,30.919,27.89,30.218,27.261,27.236,28.438,31.014,28.024,30.93,32.109,31.183,31.642,29.508,31.398,28.851,26.808,29.962,29.761,29.015,29.535,29.428,29.297,28.299,29.173,30.221,30.854,29.728,29.128,32.154,26.132,26.758,28.282,29.611,31.867,32.341,28.931,31.11,29.855,31.478,30.242,30.282,31.231,28.552,29.711,30.005,31.218,31.482,29.208,29.528,29.572,29.519,29.273,30.958,30.238,29.794,29.222,28.362,29.423,29.833,28.309,29.017,30.546,29.652,29.646,28.325,30.017,27.938,31.33,28.842,29.302,28.094,27.612,28.034,27.206,29.245,31.247,26.586,34.166,28.38,28.456,29.594,27.391,27.508,29.646
7/1/41,29.053,30.831,31.07,30.162,29.212,31.697,31.775,30.794,29.768,30.093,32.193,30.748,31.959,31.084,30.146,31.307,31.351,31.15,32.233,31.729,33.11,30.01,31.96,31.081,31.267,29.309,28.934,29.882,31.054,29.746,31.427,31.222,30.96,30.514,31.882,30.829,27.919,31.177,29.75,30.766,29.159,30.767,32.205,29.292,32.496,30.814,28.607,29.637,30.71,29.348,32.043,31.645,29.754,29.044,28.412,29.551,32.388,29.348,29.236,33.056,31.298,31.154,29.646,31.38,31.218,31.818,29.669,30.449,30.926,31.32,32.152,30.026,31.952,31.054,31.098,29.04,28.982,30.746,27.717,30.451,31.875,30.372,30.706,31.587,31.924,30.67,31.011,30.087,31.691,30.848,30.153,31.173,31.999,30.352,28.391,31.844,30.081,31.644,32.877,31.708,30.829,33.687,32.663,31.824,29.032,30.409,30.105,30.108,31.07,32.075,31.697,30.936,30.829,31.292,29.499,31.327,29.637,30.771,31.817,32.323,30.647,30.601,30.439,29.274,31.915,29.913,29.479,28.903,29.794,30.488,29.655,31.405,31.551,31.004,29.743,31.892,30.576,31.673,31.454,32.214,31.147,32.555,30.776,30.412,31.118,31.883,33.094,31.858,31.489,29.119,28.746,28.883,29.323,32.211,31.419,31.593,32.162,30.778,31.643,30.857,31.222,31.105,28.357,30.551,30.564,31.555,31.184,31.549,32.187,30.07,29.448,32.563,31.665,28.924,31.407,32.53,29.689,30.315,31.856,30.809,31.852,32.12,29.82,31.581,29.375,32.092,30.482,33.026,32.182,32.422,30.589,32.041,33.213,32.943,31.978,30.815,30.863,30.601,32.516,31.617,28.425,32.77,31.75,31.768,30.541,31.975,29.313,30.554,32.012,30.77,31.88,30.362,31.455,28.569,30.892,30.983,32.849,31.524,29.385,29.576,29.356,31.665,28.979,30.111,31.769,27.826,29.584,29.725,27.721,31.025,29.062
8/1/41,31.204,29.53,29.534,29.918,29.437,31.225,31.204,30.581,30.954,30.162,32.759,32.305,32.381,30.199,30.11,30.997,31.659,29.911,29.795,30.1,32.248,32.263,30.515,33.293,31.086,29.201,30.244,29.736,32.325,28.745,30.374,30.823,31.811,29.224,31.084,30.089,30.275,30.638,30.254,31.569,32.155,28.456,31.554,29.534,33.003,31.116,28.769,30.302,31.741,30.569,30.154,31.67,30.481,28.861,27.94,29.72,32.458,30.569,30.734,33.661,30.562,31.751,28.117,31.366,29.782,30.982,30.266,30.594,30.801,31.179,30.633,30.668,31.634,32.637,32.667,31.473,30.795,31.281,30.011,30.885,32.09,32.881,30.565,32.087,31.24,30.898,30.151,30.693,30.788,31.079,30.609,31.374,29.638,31.818,31.046,31.679,31.628,30.667,31.402,31.338,31.616,30.497,33.464,30.538,31.949,32.159,31.251,30.812,29.668,30.772,31.009,32.062,28.699,30.986,28.78,29.861,30.2,29.919,31.265,32.734,31.719,31.871,30.584,29.092,29.679,30.007,29.257,29.485,29.603,28.804,29.495,30.468,31.583,31.695,30.624,32.526,31.368,32.055,31.485,31.267,30.439,32.085,31.18,31.269,31.704,30.954,29.955,31.181,33.369,28.173,28.538,29.647,30.778,28.748,30.62,32.5,33.046,31.581,32.299,32.8,30.175,32.042,28.867,31.084,31.181,31.376,31.424,31.425,32.257,30.514,26.618,30.863,34.031,31.169,27.998,32.098,30.334,29.355,31.14,30.956,32.06,31.411,30.396,33.047,32.651,32.111,30.488,31.806,31.165,30.742,31.778,30.29,31.818,33.665,31.926,32.803,32.196,31.926,32.262,30.499,30.537,33.975,30.922,30.569,29.169,30.537,31.497,29.048,32.187,29.961,32.094,30.337,31.135,29.731,29.993,31.413,31.58,30.868,29.671,29.316,28.755,32.486,30.827,31.576,31.645,29.133,29.25,29.043,28.786,30.305,29.585
9/1/41,28.085,29.116,25.823,28.151,28.894,28.031,27.145,27.432,26.628,26.204,27.891,28.211,31.151,27.705,29.215,27.673,27.404,28.133,28.213,28.363,26.438,29.186,27.092,28.637,27.508,27.561,26.332,27.551,29.151,27.553,28.568,27.797,30.038,27.388,28.182,27.696,27.255,28.056,28.422,28.603,28.073,28.361,28.696,28.292,29.5,28.599,27.358,26.254,30.204,29.097,27.476,29.125,26.57,26.975,27.055,27.504,29.381,29.097,27.319,29.221,28.399,27.491,25.954,28.476,27.773,30.73,27.003,25.927,29.507,24.267,27.31,28.569,26.21,28.072,24.382,30.186,28.241,25.65,28.168,29.49,27.763,27.924,28.929,29.123,27.901,27.212,26.784,28.51,25.139,29.224,28.06,28.762,26.073,29.581,29.227,29.84,26.839,27.073,30.526,27.782,29.418,27.453,28.666,25.603,27.959,27.216,27.923,27.941,27.783,28.079,27.206,29.188,27.767,27.397,28.127,29.941,28.055,28.726,29.344,29.331,27.519,27.31,28.43,28.014,28.185,25.943,26.631,24.977,27.828,25.966,29.114,27.748,29.608,29.698,28.035,29.582,26.666,29.791,28.414,29.347,26.105,28.215,26.83,26.171,28.67,28.276,26.828,27.899,30.411,26.982,26.669,25.482,27.735,26.714,27.807,27.433,27.684,27.01,28.356,27.779,26.721,26.561,25.77,27.661,29.516,28.895,28.569,29.117,29.423,27.24,25.158,27.997,28.071,28.22,27.08,26.151,26.576,27.294,26.841,27.929,26.307,29.668,27.719,29.044,27.293,28.793,27.85,28.805,27.089,26.419,28.055,28.323,28.691,28.619,28.434,28.021,25.888,27.362,27.746,26.453,28.492,28.341,26.88,29.25,26.563,26.698,28.033,24.868,27.528,26.144,26.687,27.572,26.087,26.016,27.25,29.229,28.627,27.683,24.797,26.372,24.769,28.801,26.737,27.85,27.783,27.466,26.426,26.518,27.856,26.47,28.12
10/1/41,24.427,22.742,21.045,23.996,23.005,22.271,21.57,22.312,20.861,21.301,23.12,23.912,25.915,24.237,23.617,23.95,23.076,23.941,23.742,24.375,22.781,24.855,24.74,24.208,24.271,24.463,23.5,24.246,25.895,20.988,20.517,21.098,22.319,25.143,22.258,23.031,23.263,23.97,23.39,23.574,22.255,24.043,24.083,22.354,24.91,23.044,23.09,22.052,23.681,24.92,21.218,21.647,22.888,23.292,21.56,22.47,23.411,24.92,18.822,23.151,23.586,22.425,23.15,23.602,24.583,21.993,22.885,23.862,26.209,22.763,21.759,21.849,22.898,23.761,22.574,21.911,23.279,24.708,23.722,20.327,22.253,24.248,24.152,23.97,24.201,22.009,21.808,23.183,20.391,20.419,23.083,22.303,20.561,23.905,24.109,21.386,23.006,22.419,22.709,23.966,21.838,21.246,23.031,20.724,24.078,23.617,20.361,20.901,22.023,22.659,21.699,23.663,21.561,21.245,24.035,22.911,20.084,23.443,22.883,22.264,23.048,20.558,21.395,22.496,22.563,22.015,18.354,20.895,23.128,22.117,25.041,22.646,23.673,24.089,21.603,23.892,20.726,24.19,22.545,25.517,20.761,23.123,22.222,22.585,22.999,23.581,23.475,23.478,24.689,21.371,21.576,22.424,23.535,24.944,24.31,23.844,23.532,24.771,22.697,24.311,22.74,20.207,22.622,23.276,24.429,25.119,22.672,23.608,22.958,19.365,21.791,20.685,22.802,22.48,21.9,24.521,22.181,23.484,21.318,21.594,22.694,23.261,21.015,22.901,22.338,23.97,22.905,24.767,25.19,24.315,24.722,25.166,24.049,20.259,22.591,23.389,22.365,21.74,21.676,22.604,22.498,22.982,22.534,22.782,22.038,24.07,22.953,23.663,21.594,21.723,20.495,22.94,22.804,20.611,22.301,22.939,22.705,24.104,22.137,21.595,23.907,24.085,22.533,24.152,25.469,17.981,24.676,23.182,23.174,23.378,22.381
11/1/41,18.916,15.462,16.271,15.936,19.179,16.955,12.226,15.943,13.525,19.244,16.763,17.79,18.465,18.279,18.49,19.348,16.675,17.326,16.627,21.525,16.858,18.58,19.813,19.09,18.374,17.793,15.435,16.314,15.908,15.23,13.66,12.039,16.354,16.034,19.114,14.963,17.665,18.716,14.579,17.712,16.051,16.668,16.961,19.567,18.484,16.103,14.79,12.392,17.068,16.77,16.002,15.581,15.55,15.331,17.938,15.945,17.794,16.77,12.223,16.344,17.989,16.948,16.704,19.233,19.705,17.778,16.511,14.608,15.852,16.249,15.282,18.775,19.296,16.773,14.714,15.821,13.753,16.043,14.166,15.312,15.883,16.689,14.984,14.663,13.344,14.2,13.627,16.705,13.897,13.914,16.771,17.257,15.689,17.307,16.877,14.746,14.3,15.225,15.202,14.293,16.982,15.645,17.21,13,16.911,20.337,16.833,19.319,15.479,16.949,19.168,13.114,16.971,18.078,19.703,14.738,17.382,14.639,16.214,17.224,17.783,15.528,17.249,15.057,15.494,15.294,19.521,14.077,17.356,17.091,15.976,17.128,20.608,20.37,14.193,16.126,17.61,17.747,15.495,18.844,16.204,14.422,13.46,12.427,15.525,20.228,19.274,14.253,19.492,16.905,17.717,15.986,16.264,16.363,14.721,17.269,16.102,18.031,18.471,19.805,15.131,16.07,18.579,14.302,15.541,18.476,17.879,19.232,13.506,13.267,16.119,21.877,14.435,18.103,14.639,16.726,15.991,15.628,17.123,14.708,16.947,18.773,17.856,18.37,15.775,16.553,14.077,17.11,17.735,18.997,16.086,16.133,18.31,17.174,19.005,15.248,14.061,12.47,16.508,15.423,18.268,17.825,15.543,15.056,16.847,16.987,18.492,16.624,15.068,14.868,14.482,15.327,16.737,14.696,14.495,16.511,17.289,17.196,13.722,17.414,16.957,17.419,17.537,16.645,16.132,12.756,15.457,16.193,14.223,20.904,15.3
12/1/41,10.545,13.558,13.067,11.605,12.385,11.115,11.287,13.417,8.46,13.161,10.197,12.422,14.526,13.761,11.768,11.739,11.066,13.652,12.767,12.139,7.876,9.805,13.854,11.712,14.687,12.732,12.853,16.753,13.986,13.76,13.901,11.723,12.588,12.721,15.317,12.995,13.557,9.843,11.854,13.437,13.761,15.183,10.78,15.079,17.029,11.803,12.606,13.576,13.054,14.021,13.983,13.077,14.317,12.702,13.021,9.991,16.988,14.021,13.224,12.747,8.923,12.328,13.298,13.511,13.794,16.045,11.615,14.393,12.425,9.802,10.202,14.305,12.84,11.955,10.959,13.615,12.607,10.356,10.206,13.838,12.944,11.217,6.856,12.498,12.796,10.883,11.746,11.839,11.557,14.39,10.844,12.188,12.058,12.172,12.785,12.888,13.282,11.657,15.392,11.317,10.798,11.391,13.922,11.886,11.489,11.801,8.762,11.818,13.914,12.733,12.719,12.098,15.196,15.531,13.021,13.61,9.14,11.976,11.504,12.542,14.318,12.684,12.316,13.016,13.043,11.82,12.037,13.911,14.017,13.8,12.733,13.041,12.007,11.42,9.783,13.462,13.318,13.978,12.558,14.932,7.493,13.282,9.284,9.835,12.555,12.429,11.937,14.698,11.296,13.265,13.585,10.673,12.759,12.448,10.756,10.649,9.707,10.947,17.407,16.076,11.546,14.222,13.39,11.612,13.582,11.42,11.169,13.865,11.793,9.928,13.525,13.379,12.386,15.181,13.932,12.624,16.44,10.526,15.016,17.001,6.332,12.098,14.234,12.37,11.67,10.556,15.747,16.38,14.385,11.252,11.075,9.9,12.786,11.832,13.529,12.911,12.454,12.501,12.585,12.419,14.361,15.268,7.964,10.339,11.386,14.507,16.987,14.541,13.106,13.646,14.043,14.568,12.057,13.033,12.901,11.81,11.705,12.894,11.078,14.616,11.45,11.664,11.599,12.127,13.032,13.792,14.266,10.313,14.871,13.584,14.039
1/1/42,5.491,12.807,9.147,10.716,9.275,13.16,9.771,12.706,11.132,14.54,9.751,10.824,14.513,9.995,13.213,9.769,11.674,12.523,10.996,11.574,8.996,11.514,9.013,15.688,13.04,10.408,10.925,17.708,13.136,10.309,12.179,10.198,11.352,11.927,9.561,8.402,9.051,13.935,9.102,16.46,9.404,11.775,11.652,10.915,14.584,11.125,11.305,10.947,14.179,14.301,9.538,12.836,9.673,8.261,11.067,11.187,13.72,14.301,11.16,11.441,9.77,10.173,7.073,15.655,9.021,12.239,8.275,11.127,10.901,12.138,13.632,13.874,15.921,9.187,11.456,14.034,11.794,9.662,9.153,13.336,15.6,10.89,11.539,13.219,15.598,8.72,8.296,10.822,8.552,9.389,7.656,7.796,8.876,9.941,7.292,12.348,10.79,9.001,12.619,13.394,7.004,12.306,14.593,13.541,12.305,10.387,12.898,11.993,14.094,14.357,6.593,11.193,10.363,15.995,10.256,11.346,9.985,14.589,13.774,13.028,8.43,12.651,9.776,10.039,11.105,10.117,9.639,11.802,4.977,11.066,10.201,13.905,10.879,6.184,9.703,11.349,14.865,10.605,9.763,8.865,10.356,8.7,10.953,13.618,10.892,9.831,11.586,12.715,4.359,5.027,10.291,13.735,11.569,12.692,12.573,13.47,7.927,13.244,10.291,11.162,11.475,11.922,11.738,9.3,14.252,11.742,12.408,13.012,10.536,11.728,14.09,13.435,15.081,10.383,11.449,12.121,11.68,10.093,10.818,11.914,13.176,9.65,6.875,11.265,8.873,11.125,10.493,12.11,14.499,14.605,11.97,11.877,13.571,15.255,9.942,11.965,10.739,12.797,9.546,11.186,15.581,6.309,9.613,7.193,5.703,14.12,11.676,12.099,11.528,10.959,8.827,10.397,9.722,12.959,12.759,11.529,11.82,12.774,10.195,14.944,6.608,8.684,10.532,12.442,13.435,8.841,8.651,11.893,14.911,5.347,12.731
2/1/42,8.058,10.944,11.776,12.545,13.543,10.854,13.043,10.341,11.23,17.529,13.474,14.872,15.371,10.472,15.987,12.546,14.806,15.835,14.553,12.62,14.163,14.84,13.98,16.583,14.054,13.685,11.509,16.991,14.624,14.776,10.464,13.067,12.465,15.022,13.798,11.077,6.174,13.275,14.309,13.538,13.446,13.014,12.584,13.994,11.423,13.03,14.351,11.035,15.488,15.403,12.815,14.559,15.11,10.379,15.463,18.919,16.153,15.403,12.135,15.1,10.85,13.433,14.72,16.339,14.078,14.786,15.201,10.61,14.272,13.62,11.633,15.387,9.357,15.025,12.612,14.279,11.729,12.622,13.702,17.652,12.55,15.641,13.074,14.405,14.142,13.739,17.19,10.037,11.4,10.229,12.289,7.702,13.96,14.079,11.365,13.498,12.548,10.563,13.637,9.756,11.233,12.046,12.226,15.822,12.747,12.12,14.753,11.87,15.49,13.57,14.806,11.557,13.439,18.186,11.976,15.678,14.768,14.475,17.098,16.671,10.235,11.641,12.458,11.135,11.612,11.947,13.077,13.026,12.847,12.641,16.365,13.932,10.96,12.025,10.601,15.955,14.743,10.081,13.025,10.12,12.926,11.584,13.265,13.433,14.581,14.299,12.709,10.549,12.908,9.438,14.252,10.768,11.479,12.898,13.034,12.853,15.453,15.076,10.58,15.913,12.432,13.994,11.101,13.161,15.244,13.563,10.173,12.726,16.14,11.813,15.536,13.957,15.734,13.903,10.119,18.168,11.314,13.874,16.929,14.17,12.264,15.58,11.651,13.753,12.912,14.221,15.376,14.497,15.028,13.06,12.247,15.464,18.9,13.303,13.872,13.191,12.261,15.61,13.794,15.106,12.127,13.216,15.792,13.789,11.184,15.03,11.725,14.962,13.044,13.479,9.972,15.179,11.947,13.519,13.27,12.444,14.458,14.101,7.716,18.355,14.033,11.858,14.296,10.406,13.527,10.594,14.818,14.372,13.626,12.793,12.558
3/1/42,15.477,17.23,16.933,18.006,17.686,18.464,16.28,18.698,17.815,16.21,17.45,16.219,18.18,17.751,18.505,17.344,19.163,20.213,14.816,19.263,16.59,21.398,21.82,19.062,18.239,18.488,16.315,20.619,17.741,15.266,15.936,18.741,16.573,16.642,14.781,17.068,14.727,17.547,18.428,16.206,14.094,17.403,13.738,21.034,16.532,18.891,16.953,18.093,16.068,18.023,17.665,17.299,18.328,16.817,15.938,18.063,19.302,18.023,17.089,18.602,15.411,18.718,17.381,17.338,18.379,15.623,14.424,14.724,16.356,15.339,18.43,16.464,17.977,18.262,13.968,18.364,18.254,17.117,16.267,17.679,16.446,16.98,17.222,18.514,18.589,16.408,18.079,15.794,16.187,15.5,16.406,15.937,17.776,15.426,17.779,16.051,17.197,14.789,20.433,17.973,17.248,20.872,19.377,17.785,14.769,18.197,17.854,17.187,18.877,17.876,17.601,15.279,13.707,17.468,13.864,18.373,18.519,15.425,19.358,21.883,21.755,15.137,16.014,17.299,16.784,16.751,20.058,17.203,13.551,20.5,18.401,16.083,16.73,19.076,18.617,18.47,17.992,19.382,14.168,17.199,15.445,15.437,14.195,14.82,16.011,20.439,16.938,14.304,17.288,20.208,16.796,13.511,15.674,17.419,18.131,18.322,13.744,16.623,17.684,16.57,18.104,16.66,15.424,14.372,21.235,16.38,18.484,17.618,16.182,13.499,17.143,18.005,18.571,16.509,16.692,19.514,13.706,14.581,15.571,19.854,16.089,19.631,17.288,16.999,19.868,18.031,16.923,16.632,18.822,18.656,19.457,20.706,18.18,17.455,16.943,18.273,18.912,19.199,18.863,17.808,17.993,18.267,19.686,19.988,17.444,19.53,20.467,17.289,19.272,16.349,17.307,18.101,17.328,16.643,14.348,17.649,20.012,14.852,18.265,15.574,16.212,19.93,15.837,17.739,18.007,16.534,17.556,16.69,17.407,16.266,15.116
4/1/42,21.264,21.573,22.139,23.292,19.351,20.714,23.322,23.849,19.656,21.49,22.407,21.674,19.528,22.738,20.304,21.062,21.393,22.827,24.389,23.782,22.252,22.659,23.021,23.76,22.493,24.92,21.513,20.647,22.514,19.685,21.525,22.717,21.747,21.93,21.587,20.526,20.749,21.921,23.083,22.188,20.198,23.127,20.464,23.564,21.172,21.459,20.589,20.934,23.294,23.491,21.443,20.756,21.217,20.297,21.113,23.44,23.498,23.491,25.08,22.183,20.508,20.771,19.235,21.426,20.004,24.685,20.935,22.35,21.55,23.911,23.02,25.796,21.933,19.906,21.199,22.813,21.891,21.851,21.968,23.846,22.13,20.366,22.242,21.158,21.911,20.742,21.158,21.297,20.953,18.859,20.169,19.615,19.515,22.481,22.846,20.263,20.855,22.585,24.473,23.679,22.158,20.911,22.073,21.96,19.484,20.59,20.678,22.009,21.406,20.98,21.089,20.254,21.521,22.755,21.888,22.906,22.428,24.115,24.359,26.824,20.78,23.072,23.292,21.031,21.412,22.913,23.671,20.211,21.115,24.083,18.69,19.192,24.303,20.279,21.959,26.957,23.982,23.512,21.694,22.87,22.234,20.425,19.276,21.99,20.768,20.893,18.475,20.37,23.263,21.795,22.192,21.708,20.838,20.036,20.567,23.546,21.525,20.502,23.118,18.38,22.445,20.727,20.096,21.754,22.196,22.351,21.167,19.816,20.572,20.212,21.088,21.155,23.367,21.127,20.282,23.997,18.822,23.184,21.04,24.273,25.822,21.658,21.677,21.859,20.215,22.131,23.521,21.906,20.446,24.299,23.543,21.565,19.665,22.706,20.816,23.62,21.152,26.322,20.544,22.739,23.653,24.777,23.348,23.423,21.91,21.898,22.125,23.082,22.739,19.605,20.746,23.701,22.466,20.861,23.354,21.599,21.396,20.727,21.792,22.759,22.197,22.183,23.439,22.175,22.716,21.407,22.45,20.913,21.38,21.291,21.757
