DATE,Baron_discharge_m3s,Hueco_discharge_m3s,Jacobs_discharge_m3s,PRCP_mm,T_AVER,"Lovelady Groundwater level above NAVD 1988, meter (Mean)"
1978-10-08,0.651287481,,,0,19.4,
1978-10-09,0.651287481,,,0,20.0,
1978-10-10,0.651287481,,,0,23.6,
1978-10-11,0.651287481,,,0,26.1,
1978-10-12,0.651287481,,,0,25.8,
1978-10-13,0.651287481,,,0,23.6,
1978-10-14,0.707921175,,,0,17.2,
1978-10-15,0.707921175,,,0,17.2,
1978-10-16,0.679604328,,,0,19.4,
1978-10-17,0.679604328,,,0,19.2,
1978-10-18,0.707921175,,,0,18.3,
1978-10-19,0.679604328,,,0,19.7,
1978-10-20,0.651287481,,,0,21.4,
1978-10-21,0.707921175,,,0,20.0,
1978-10-22,0.736238022,,,0,23.1,
1978-10-23,0.736238022,,,0,20.3,
1978-10-24,0.736238022,,,0,18.9,
1978-10-25,0.736238022,,,20.574,20.6,
1978-10-26,0.651287481,,,4.826,18.1,
1978-10-27,0.707921175,,,0,17.8,
1978-10-28,0.764554869,,,0,18.6,
1978-10-29,0.764554869,,,0,18.3,
1978-10-30,0.792871716,,,0,18.6,
1978-10-31,0.821188563,,,0,20.3,
1978-11-01,0.906139104,,,0,21.9,
1978-11-02,0.84950541,,,0,21.1,
1978-11-03,0.84950541,,,0,20.8,
1978-11-04,0.792871716,,,0,20.3,
1978-11-05,0.84950541,,,87.63,19.7,
1978-11-06,0.84950541,,,0,15.0,
1978-11-07,0.792871716,,,0,12.8,
1978-11-08,0.877822257,,,0,10.3,
1978-11-09,0.877822257,,,0,12.5,
1978-11-10,0.877822257,,,0,19.4,
1978-11-11,0.877822257,,,4.318,16.9,
1978-11-12,0.877822257,,,0,20.3,
1978-11-13,0.877822257,,,0.508,23.3,
1978-11-14,0.877822257,,,0,23.3,
1978-11-15,0.906139104,,,9.144,15.0,
1978-11-16,0.906139104,,,13.97,6.9,
1978-11-17,0.934455951,,,0,9.4,
1978-11-18,0.934455951,,,0,13.6,
1978-11-19,0.962772798,,,6.858,12.2,
1978-11-20,0.991089645,,,2.794,10.6,
1978-11-21,0.991089645,,,4.318,10.6,
1978-11-22,1.019406492,,,1.524,12.8,
1978-11-23,1.076040186,,,0,19.7,
1978-11-24,1.076040186,,,0.762,19.2,
1978-11-25,1.104357033,,,0.508,22.2,
1978-11-26,1.104357033,,,4.318,18.3,
1978-11-27,1.13267388,,,0.508,11.1,
1978-11-28,1.104357033,,,2.032,7.5,
1978-11-29,1.076040186,,,0,14.4,
1978-11-30,1.047723339,,,0,14.7,
1978-12-01,1.047723339,,,0,15.6,
1978-12-02,1.047723339,,,0,22.2,
1978-12-03,1.047723339,,,5.334,13.1,
1978-12-04,1.047723339,,,0,8.3,
1978-12-05,1.047723339,,,0,11.4,
1978-12-06,1.076040186,,,0,10.6,
1978-12-07,1.047723339,,,0,2.8,
1978-12-08,1.047723339,,,0,-0.3,
1978-12-09,1.047723339,,,0,0.3,
1978-12-10,1.047723339,,,0,0.3,
1978-12-11,1.047723339,,,0,4.2,
1978-12-12,1.047723339,,,0,6.7,
1978-12-13,1.019406492,,,0,11.7,
1978-12-14,1.019406492,,,1.27,7.5,
1978-12-15,1.019406492,,,0,11.9,
1978-12-16,1.019406492,,,0,11.9,
1978-12-17,1.019406492,,,0,9.4,
1978-12-18,1.019406492,,,0,15.3,
1978-12-19,1.047723339,,,0,17.2,
1978-12-20,1.019406492,,,0,18.3,
1978-12-21,0.991089645,,,0,9.4,
1978-12-22,0.991089645,,,0,8.6,
1978-12-23,0.991089645,,,0,12.2,
1978-12-24,1.019406492,,,0,9.4,
1978-12-25,0.991089645,,,0,10.3,
1978-12-26,1.019406492,,,0,10.6,
1978-12-27,0.991089645,,,0,10.0,
1978-12-28,0.991089645,,,1.016,10.6,
1978-12-29,0.991089645,,,0.254,16.4,
1978-12-30,0.991089645,,,3.556,8.3,
1978-12-31,1.245941268,,,60.706,0.6,
1979-01-01,1.41584235,,,2.032,-3.6,
1979-01-02,1.444159197,,,0,-5.3,
1979-01-03,1.472476044,,,0,-1.1,
1979-01-04,1.472476044,,,6.35,5.8,
1979-01-05,1.472476044,,,2.032,4.7,
1979-01-06,1.529109738,,,5.588,-0.3,
1979-01-07,1.557426585,,,0,-0.6,
1979-01-08,1.557426585,,,0,-1.9,
1979-01-09,1.500792891,,,0,-1.7,
1979-01-10,1.557426585,,,22.86,2.8,
1979-01-11,1.812278208,,,0.508,4.7,
1979-01-12,2.038812984,,,0,6.9,
1979-01-13,2.010496137,,,0,2.5,
1979-01-14,1.98217929,,,0,-1.9,
1979-01-15,1.925545596,,,0,1.1,
1979-01-16,1.897228749,,,0,11.1,
1979-01-17,1.98217929,,,1.27,15.3,
1979-01-18,1.98217929,,,3.048,18.1,
1979-01-19,1.98217929,,,0.254,19.2,
1979-01-20,1.98217929,,,0.254,12.8,
1979-01-21,1.953862443,,,0,8.6,
1979-01-22,1.953862443,,,0,8.1,
1979-01-23,1.953862443,,,0,5.8,
1979-01-24,1.925545596,,,0,2.2,
1979-01-25,1.98217929,,,5.842,6.9,
1979-01-26,1.98217929,,,0.254,8.6,
1979-01-27,1.953862443,,,0,6.4,
1979-01-28,1.953862443,,,0,0.8,
1979-01-29,1.953862443,,,2.794,3.1,
1979-01-30,1.953862443,,,0.508,6.7,
1979-01-31,1.953862443,,,0,-1.4,
1979-02-01,1.953862443,,,0,1.9,
1979-02-02,1.953862443,,,2.54,5.6,
1979-02-03,1.953862443,,,6.604,7.8,
1979-02-04,1.953862443,,,16.002,5.3,
1979-02-05,2.095446678,,,14.478,4.2,
1979-02-06,2.378615148,,,11.938,6.4,
1979-02-07,2.406931995,,,0,6.4,
1979-02-08,2.180397219,,,0,10.3,
1979-02-09,2.208714066,,,0,0.6,
1979-02-10,2.208714066,,,0,6.7,
1979-02-11,2.237030913,,,0,11.4,
1979-02-12,2.26534776,,,0,18.3,
1979-02-13,2.26534776,,,0,16.4,
1979-02-14,2.26534776,,,0,19.7,
1979-02-15,2.26534776,,,0,16.1,
1979-02-16,2.26534776,,,0,1.9,
1979-02-17,2.26534776,,,0.508,-2.2,
1979-02-18,2.237030913,,,0,1.1,
1979-02-19,2.237030913,,,0,1.1,
1979-02-20,2.293664607,,,0.508,10.3,
1979-02-21,2.26534776,,,0,11.9,
1979-02-22,2.237030913,,,0.762,20.3,
1979-02-23,2.350298301,,,36.576,17.2,
1979-02-24,2.435248842,,,0,11.4,
1979-02-25,2.378615148,,,0,9.7,
1979-02-26,2.378615148,,,0,8.6,
1979-02-27,2.378615148,,,0,12.5,
1979-02-28,2.378615148,,,0,15.8,
1979-03-01,2.378615148,,,0,14.2,
1979-03-02,2.378615148,,,2.032,17.2,
1979-03-03,2.378615148,,,0,13.9,
1979-03-04,2.378615148,,,0,8.6,
1979-03-05,2.378615148,,,0,10.0,
1979-03-06,2.406931995,,,0,14.7,
1979-03-07,2.378615148,,,0,17.8,
1979-03-08,2.378615148,,,0,16.9,
1979-03-09,2.350298301,,,0,20.3,
1979-03-10,2.321981454,,,5.588,11.1,
1979-03-11,2.350298301,,,0,11.4,
1979-03-12,2.350298301,,,0,14.7,
1979-03-13,2.378615148,,,0,17.8,
1979-03-14,2.350298301,,,0,17.2,
1979-03-15,2.293664607,,,5.842,10.8,
1979-03-16,2.293664607,,,11.176,10.6,
1979-03-17,2.321981454,,,0,18.3,
1979-03-18,2.321981454,,,0.762,21.7,
1979-03-19,2.321981454,,,2.54,19.7,
1979-03-20,2.350298301,,,13.716,19.4,
1979-03-21,2.378615148,,,17.018,17.5,
1979-03-22,2.378615148,,,14.224,19.7,
1979-03-23,2.406931995,,,0,14.4,
1979-03-24,2.406931995,,,0,14.2,
1979-03-25,2.406931995,,,0,14.4,
1979-03-26,2.435248842,,,0,18.3,
1979-03-27,2.435248842,,,0,19.7,
1979-03-28,2.435248842,,,0,20.3,
1979-03-29,2.435248842,,,0,20.6,
1979-03-30,2.605149924,,,21.082,18.3,
1979-03-31,2.576833077,,,1.524,16.4,
1979-04-01,2.576833077,,,3.556,18.3,
1979-04-02,2.576833077,,,2.54,12.2,
1979-04-03,2.605149924,,,0,11.9,
1979-04-04,2.633466771,,,0,13.9,
1979-04-05,2.661783618,,,0,15.3,
1979-04-06,2.661783618,,,0,18.6,
1979-04-07,2.633466771,,,1.27,18.1,
1979-04-08,2.633466771,,,0,23.1,
1979-04-09,2.633466771,,,0,17.2,
1979-04-10,2.690100465,,,0,20.3,
1979-04-11,2.690100465,,,0,22.8,
1979-04-12,2.661783618,,,0,20.0,
1979-04-13,2.605149924,,,0,19.4,
1979-04-14,2.605149924,,,0,19.2,
1979-04-15,2.605149924,,,0,21.1,
1979-04-16,2.605149924,,,0.254,22.2,
1979-04-17,2.633466771,,,16.764,19.7,
1979-04-18,2.633466771,,,8.128,23.3,
1979-04-19,2.746734159,,,7.874,22.8,
1979-04-20,2.775051006,,,2.54,22.8,
1979-04-21,2.775051006,,,0.254,18.9,
1979-04-22,2.775051006,,,0,20.6,
1979-04-23,2.746734159,,,0,20.3,
1979-04-24,2.775051006,,,0,21.1,
1979-04-25,2.775051006,,,0,23.1,
1979-04-26,2.775051006,,,0,20.0,
1979-04-27,2.775051006,,,0,19.4,
1979-04-28,2.803367853,,,0,19.4,
1979-04-29,2.8316847,,,32.512,18.3,
1979-04-30,2.8316847,,,0,19.7,
1979-05-01,2.860001547,,,27.686,20.8,
1979-05-02,2.888318394,,,0,22.5,
1979-05-03,2.888318394,,,0.254,20.8,
1979-05-04,2.860001547,,,0,15.6,
1979-05-05,2.860001547,,,0,17.2,
1979-05-06,2.860001547,,,0,19.7,
1979-05-07,2.888318394,,,0,23.3,
1979-05-08,2.888318394,,,0,25.3,
1979-05-09,2.888318394,,,0,24.2,
1979-05-10,2.888318394,,,0.254,26.4,
1979-05-11,2.888318394,,,6.604,18.6,
1979-05-12,2.860001547,,,0,16.4,
1979-05-13,2.860001547,,,0,18.3,
1979-05-14,2.860001547,,,0,20.0,
1979-05-15,2.860001547,,,0,22.2,
1979-05-16,2.860001547,,,0,21.7,
1979-05-17,2.860001547,,,0,21.1,
1979-05-18,2.860001547,,,0,23.3,
1979-05-19,2.860001547,,,0,24.4,
1979-05-20,2.860001547,,,0,25.3,
1979-05-21,2.860001547,,,140.97,22.2,
1979-05-22,2.916635241,,,2.794,21.7,
1979-05-23,2.973268935,,,0,22.2,
1979-05-24,3.029902629,,,0,22.2,
1979-05-25,3.001585782,,,0,20.3,
1979-05-26,3.001585782,,,0,21.4,
1979-05-27,3.001585782,,,0,23.3,
1979-05-28,3.001585782,,,4.826,23.3,
1979-05-29,3.001585782,,,0.254,24.7,
1979-05-30,3.001585782,,,1.524,26.1,
1979-05-31,3.001585782,,,0,24.4,
1979-06-01,2.973268935,,,3.048,22.5,
1979-06-02,2.973268935,,,4.826,23.3,
1979-06-03,3.001585782,,,0,25.3,
1979-06-04,3.029902629,,,1.524,23.9,
1979-06-05,3.001585782,,,11.43,24.4,
1979-06-06,2.973268935,,,0,27.2,
1979-06-07,2.973268935,,,0,28.9,
1979-06-08,3.001585782,,,0,27.8,
1979-06-09,3.058219476,,,0,26.9,
1979-06-10,3.058219476,,,0.254,23.6,
1979-06-11,3.058219476,,,0,22.2,
1979-06-12,2.973268935,,,0,22.2,
1979-06-13,2.973268935,,,0,23.1,
1979-06-14,3.001585782,,,0,23.9,
1979-06-15,3.029902629,,,0,25.6,
1979-06-16,3.058219476,,,0,24.4,
1979-06-17,3.029902629,,,0,26.7,
1979-06-18,3.029902629,,,0,27.5,
1979-06-19,3.029902629,,,0,29.4,
1979-06-20,3.058219476,,,0,30.0,
1979-06-21,3.058219476,,,0,29.7,
1979-06-22,3.029902629,,,0,28.9,
1979-06-23,3.029902629,,,0,27.8,
1979-06-24,3.029902629,,,0,28.6,
1979-06-25,3.001585782,,,0,28.9,
1979-06-26,2.973268935,,,0,27.8,
1979-06-27,2.973268935,,,0,28.3,
1979-06-28,2.944952088,,,0,28.1,
1979-06-29,2.916635241,,,0,29.7,
1979-06-30,2.916635241,,,0,30.0,
1979-07-01,2.888318394,,,0,28.6,
1979-07-02,2.888318394,,,0,28.6,
1979-07-03,2.860001547,,,0,29.2,
1979-07-04,2.860001547,,,0,29.4,
1979-07-05,2.860001547,,,1.016,26.9,
1979-07-06,2.8316847,,,40.132,26.4,
1979-07-07,2.8316847,,,0,28.9,
1979-07-08,2.8316847,,,0,28.3,
1979-07-09,2.8316847,,,0,28.6,
1979-07-10,2.803367853,,,0,28.3,
1979-07-11,2.803367853,,,0,27.8,
1979-07-12,2.803367853,,,0,27.8,
1979-07-13,2.775051006,,,0,29.4,
1979-07-14,2.775051006,,,2.54,29.7,
1979-07-15,2.775051006,,,0,29.7,
1979-07-16,2.746734159,,,0,29.2,
1979-07-17,2.746734159,,,0,30.0,
1979-07-18,2.746734159,,,0,27.8,
1979-07-19,2.746734159,,,123.19,27.5,
1979-07-20,2.718417312,,,0,26.1,
1979-07-21,2.718417312,,,0,27.5,
1979-07-22,2.718417312,,,0,28.3,
1979-07-23,2.690100465,,,0,29.2,
1979-07-24,2.690100465,,,0,28.9,
1979-07-25,2.690100465,,,0,29.7,
1979-07-26,2.661783618,,,17.526,28.6,
1979-07-27,2.718417312,,,83.312,25.3,
1979-07-28,2.775051006,,,0,28.1,
1979-07-29,2.803367853,,,0,28.1,
1979-07-30,2.803367853,,,0,28.6,
1979-07-31,2.746734159,,,0,29.4,
1979-08-01,2.718417312,,,0,28.9,
1979-08-02,2.718417312,,,0,28.9,
1979-08-03,2.718417312,,,0,28.3,
1979-08-04,2.718417312,,,0,28.3,
1979-08-05,2.718417312,,,0,28.6,
1979-08-06,2.718417312,,,0,29.2,
1979-08-07,2.690100465,,,0,28.9,
1979-08-08,2.690100465,,,0,27.8,
1979-08-09,2.690100465,,,0,28.1,
1979-08-10,2.661783618,,,0,29.4,
1979-08-11,2.661783618,,,9.398,24.7,
1979-08-12,2.661783618,,,0,26.1,
1979-08-13,2.661783618,,,0,28.6,
1979-08-14,2.661783618,,,0,28.6,
1979-08-15,2.661783618,,,3.81,27.8,
1979-08-16,2.661783618,,,0,27.2,
1979-08-17,2.633466771,,,0,27.5,
1979-08-18,2.633466771,,,1.778,28.1,
1979-08-19,2.633466771,,,0.508,28.6,
1979-08-20,2.633466771,,,0,28.6,
1979-08-21,2.605149924,,,0,28.6,
1979-08-22,2.605149924,,,0,28.9,
1979-08-23,2.576833077,,,0,27.5,
1979-08-24,2.576833077,,,0,27.8,
1979-08-25,2.576833077,,,0,26.1,
1979-08-26,2.576833077,,,0,27.5,
1979-08-27,2.576833077,,,0,28.9,
1979-08-28,2.54851623,,,0,28.1,
1979-08-29,2.54851623,,,0,26.4,
1979-08-30,2.54851623,,,0,28.1,
1979-08-31,2.520199383,,,0,28.6,
1979-09-01,2.491882536,,,0,28.3,
1979-09-02,2.491882536,,,0,28.6,
1979-09-03,2.491882536,,,0,28.6,
1979-09-04,2.463565689,,,0,27.5,
1979-09-05,2.463565689,,,0.762,27.8,
1979-09-06,2.463565689,,,1.524,28.1,
1979-09-07,2.463565689,,,0,27.5,
1979-09-08,2.435248842,,,0,28.1,
1979-09-09,2.435248842,,,0,26.4,
1979-09-10,2.406931995,,,0,24.4,
1979-09-11,2.406931995,,,0,26.7,
1979-09-12,2.406931995,,,0,27.2,
1979-09-13,2.406931995,,,0,27.5,
1979-09-14,2.406931995,,,0,25.3,
1979-09-15,2.406931995,,,0,22.5,
1979-09-16,2.378615148,,,0,21.7,
1979-09-17,2.378615148,,,0.254,23.1,
1979-09-18,2.378615148,,,19.558,22.8,
1979-09-19,2.350298301,,,13.462,20.8,
1979-09-20,2.350298301,,,0,23.6,
1979-09-21,2.321981454,,,0,23.6,
1979-09-22,2.321981454,,,0,23.9,
1979-09-23,2.321981454,,,0,24.7,
1979-09-24,2.26534776,,,0,24.4,
1979-09-25,2.26534776,,,0,23.1,
1979-09-26,2.237030913,,,0,23.3,
1979-09-27,2.237030913,,,0,23.6,
1979-09-28,2.208714066,,,0,25.0,
1979-09-29,2.208714066,,,0,25.8,
1979-09-30,2.180397219,,,0,25.0,
1979-10-01,2.180397219,,,0,25.0,
1979-10-02,2.180397219,,,0,26.1,
1979-10-03,2.152080372,,,0,26.9,
1979-10-04,2.123763525,,,0,21.4,
1979-10-05,2.095446678,,,0,21.1,
1979-10-06,2.067129831,,,0,26.7,
1979-10-07,2.038812984,,,0,25.0,
1979-10-08,2.038812984,,,0,27.8,
1979-10-09,2.010496137,,,0,24.2,
1979-10-10,2.010496137,,,0,17.5,
1979-10-11,2.010496137,,,0,20.6,
1979-10-12,2.010496137,,,0,24.4,
1979-10-13,2.010496137,,,0,26.7,
1979-10-14,2.010496137,,,0,22.2,
1979-10-15,2.010496137,,,0,24.2,
1979-10-16,1.98217929,,,0,27.2,
1979-10-17,1.98217929,,,0,27.2,
1979-10-18,1.953862443,,,0,26.1,
1979-10-19,1.925545596,,,0,28.1,
1979-10-20,1.868911902,,,0,28.3,
1979-10-21,1.868911902,,,0,28.3,
1979-10-22,1.840595055,,,0.254,18.6,
1979-10-23,1.840595055,,,0,17.2,
1979-10-24,1.812278208,,,0,15.8,
1979-10-25,1.812278208,,,0,17.5,
1979-10-26,1.783961361,,,0,18.9,
1979-10-27,1.755644514,,,0,21.1,
1979-10-28,1.755644514,,,0,23.3,
1979-10-29,1.727327667,,,0,23.9,
1979-10-30,1.727327667,,,11.176,19.7,
1979-10-31,1.727327667,,,0,13.9,
1979-11-01,1.69901082,,,0,13.1,
1979-11-02,1.670693973,,,0,14.2,
1979-11-03,1.670693973,,,0,14.7,
1979-11-04,1.670693973,,,0,15.0,
