Date,access1-0.1.rcp45,access1-0.1.rcp85,access1-3.1.rcp45,access1-3.1.rcp85,bcc-csm1-1.1.rcp26,bcc-csm1-1.1.rcp45,bcc-csm1-1.1.rcp60,bcc-csm1-1.1.rcp85,bcc-csm1-1-m.1.rcp45,bcc-csm1-1-m.1.rcp85,canesm2.1.rcp26,canesm2.2.rcp26,canesm2.3.rcp26,canesm2.4.rcp26,canesm2.5.rcp26,canesm2.1.rcp45,canesm2.2.rcp45,canesm2.3.rcp45,canesm2.4.rcp45,canesm2.5.rcp45,canesm2.1.rcp85,canesm2.2.rcp85,canesm2.3.rcp85,canesm2.4.rcp85,canesm2.5.rcp85,ccsm4.1.rcp26,ccsm4.2.rcp26,ccsm4.3.rcp26,ccsm4.4.rcp26,ccsm4.5.rcp26,ccsm4.1.rcp45,ccsm4.2.rcp45,ccsm4.3.rcp45,ccsm4.4.rcp45,ccsm4.5.rcp45,ccsm4.1.rcp60,ccsm4.2.rcp60,ccsm4.3.rcp60,ccsm4.4.rcp60,ccsm4.5.rcp60,ccsm4.1.rcp85,ccsm4.2.rcp85,ccsm4.3.rcp85,ccsm4.4.rcp85,ccsm4.5.rcp85,cesm1-bgc.1.rcp45,cesm1-bgc.1.rcp85,cesm1-cam5.1.rcp26,cesm1-cam5.2.rcp26,cesm1-cam5.3.rcp26,cesm1-cam5.1.rcp45,cesm1-cam5.2.rcp45,cesm1-cam5.3.rcp45,cesm1-cam5.1.rcp60,cesm1-cam5.3.rcp60,cesm1-cam5.1.rcp85,cesm1-cam5.2.rcp85,cesm1-cam5.3.rcp85,cmcc-cm.1.rcp45,cmcc-cm.1.rcp85,cnrm-cm5.1.rcp45,cnrm-cm5.1.rcp85,cnrm-cm5.2.rcp85,cnrm-cm5.4.rcp85,cnrm-cm5.6.rcp85,cnrm-cm5.10.rcp85,csiro-mk3-6-0.1.rcp26,csiro-mk3-6-0.2.rcp26,csiro-mk3-6-0.3.rcp26,csiro-mk3-6-0.4.rcp26,csiro-mk3-6-0.5.rcp26,csiro-mk3-6-0.6.rcp26,csiro-mk3-6-0.7.rcp26,csiro-mk3-6-0.8.rcp26,csiro-mk3-6-0.9.rcp26,csiro-mk3-6-0.10.rcp26,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp60,csiro-mk3-6-0.2.rcp60,csiro-mk3-6-0.3.rcp60,csiro-mk3-6-0.4.rcp60,csiro-mk3-6-0.5.rcp60,csiro-mk3-6-0.6.rcp60,csiro-mk3-6-0.7.rcp60,csiro-mk3-6-0.8.rcp60,csiro-mk3-6-0.9.rcp60,csiro-mk3-6-0.10.rcp60,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,ec-earth.8.rcp26,ec-earth.12.rcp26,ec-earth.2.rcp45,ec-earth.8.rcp45,ec-earth.12.rcp45,ec-earth.6.rcp85,ec-earth.8.rcp85,ec-earth.12.rcp85,fgoals-g2.1.rcp26,fgoals-g2.1.rcp45,fgoals-g2.1.rcp85,fgoals-s2.2.rcp45,fgoals-s2.2.rcp85,fgoals-s2.3.rcp85,fio-esm.1.rcp26,fio-esm.2.rcp26,fio-esm.3.rcp26,fio-esm.1.rcp45,fio-esm.2.rcp45,fio-esm.3.rcp45,fio-esm.1.rcp60,fio-esm.2.rcp60,fio-esm.3.rcp60,fio-esm.1.rcp85,fio-esm.2.rcp85,fio-esm.3.rcp85,gfdl-cm3.1.rcp26,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp60,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp26,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp60,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp26,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp60,gfdl-esm2m.1.rcp85,giss-e2-h-cc.1.rcp45,giss-e2-r.1.rcp26,giss-e2-r.1.rcp45,giss-e2-r.2.rcp45,giss-e2-r.3.rcp45,giss-e2-r.4.rcp45,giss-e2-r.5.rcp45,giss-e2-r.1.rcp60,giss-e2-r.1.rcp85,giss-e2-r-cc.1.rcp45,hadgem2-ao.1.rcp26,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp60,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp26,hadgem2-es.2.rcp26,hadgem2-es.3.rcp26,hadgem2-es.4.rcp26,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp60,hadgem2-es.2.rcp60,hadgem2-es.3.rcp60,hadgem2-es.4.rcp60,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,inmcm4.1.rcp45,inmcm4.1.rcp85,ipsl-cm5a-lr.1.rcp26,ipsl-cm5a-lr.2.rcp26,ipsl-cm5a-lr.3.rcp26,ipsl-cm5a-lr.1.rcp45,ipsl-cm5a-lr.2.rcp45,ipsl-cm5a-lr.3.rcp45,ipsl-cm5a-lr.4.rcp45,ipsl-cm5a-lr.1.rcp60,ipsl-cm5a-lr.1.rcp85,ipsl-cm5a-lr.2.rcp85,ipsl-cm5a-lr.3.rcp85,ipsl-cm5a-lr.4.rcp85,ipsl-cm5a-mr.1.rcp26,ipsl-cm5a-mr.1.rcp45,ipsl-cm5a-mr.1.rcp60,ipsl-cm5a-mr.1.rcp85,ipsl-cm5b-lr.1.rcp45,ipsl-cm5b-lr.1.rcp85,miroc-esm.1.rcp26,miroc-esm.1.rcp45,miroc-esm.1.rcp60,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp26,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp60,miroc-esm-chem.1.rcp85,miroc5.1.rcp26,miroc5.1.rcp45,miroc5.1.rcp60,miroc5.1.rcp85,mpi-esm-lr.1.rcp26,mpi-esm-lr.2.rcp26,mpi-esm-lr.3.rcp26,mpi-esm-lr.1.rcp45,mpi-esm-lr.2.rcp45,mpi-esm-lr.3.rcp45,mpi-esm-lr.1.rcp85,mpi-esm-lr.2.rcp85,mpi-esm-lr.3.rcp85,mpi-esm-mr.1.rcp26,mpi-esm-mr.1.rcp45,mpi-esm-mr.1.rcp85,mri-cgcm3.1.rcp26,mri-cgcm3.1.rcp45,mri-cgcm3.1.rcp85,noresm1-m.1.rcp26,noresm1-m.1.rcp45,noresm1-m.1.rcp60,noresm1-m.1.rcp85,noresm1-me.1.rcp26,noresm1-me.1.rcp45,noresm1-me.1.rcp60,noresm1-me.1.rcp85
3/1/31,1.15,2.132,2.235,3.119,2.957,2.726,1.733,1.415,1.189,0.793,0.518,2.236,1.363,1.985,0.195,0.631,1.723,1.52,1.886,0.53,2.045,0.385,2.119,0.759,0.562,1.782,1.943,0.87,0.997,1.226,0.562,1.022,1.752,1.89,1.164,0.843,0.991,1.129,1.751,0.173,2.079,1.23,3.242,0.586,0.783,0.244,0.388,0.418,1.453,0.97,1.002,3.965,1.273,1.224,0.795,0.316,2.13,0.97,2.449,2.432,2.987,3.231,0.603,2.27,0.153,1.785,2.809,3.629,1.627,1.646,1.552,0.851,0.976,0.811,0.573,1.712,1.62,0.676,1,0.265,0.614,0.249,0.875,1.922,2.604,0.777,2.879,1.672,0.977,0.946,2.909,0.802,0.679,1.857,1.633,0.683,0.397,0.921,1.504,1.913,2.146,0.769,0.252,0.159,1.101,0.578,2.39,2.622,0.284,0.298,1.171,0.8,0.163,3.057,2.175,1.322,1.021,2.955,0.515,0.809,0.181,0.877,0.909,3.014,1.018,3.563,0.719,4.701,0.507,0.152,0.812,0.408,0.965,1.291,0.468,0.491,0.34,1.535,0.568,0.333,2.264,5.388,1.973,3.585,1.918,1.647,1.623,0.634,1.81,3.553,0.496,0.561,0.478,1.332,1.517,2.991,2.314,0.833,1.297,2.489,0.799,2.52,0.87,1.059,1.989,1.297,1.413,0.779,0.439,2.949,0.659,0.729,0.28,0.579,2.305,1.214,1.607,0.604,3.011,0.472,2.051,1.755,1.848,1.814,1.911,1.113,2.577,0.584,1.082,2.722,0.945,1.641,0.842,0.64,1.151,0.513,1.214,0.796,0.201,2.005,3.541,0.299,1.695,0.81,0.152,0.562,0.793,2.704,2.015,1.33,2.268,2.35,2.061,0.896,2.697,1.721,2.381,0.233,0.215,0.232,1.321,2.426,3.371,1.655,1.993,0.288,1.579,1.842,2.098,1.956,2.215
4/1/31,3.543,9.17,1.716,1.045,0.935,2.933,3.05,2.935,1.194,2.491,1.801,3.217,0.875,0.779,1.491,0.122,1.818,0.197,1.115,7.206,1.681,3.068,0.772,1.91,0.951,1.134,2.625,0.898,3.03,5.022,3.796,2.108,1.563,3.133,0.529,4.273,3.231,3.605,0.947,2.943,2.056,0.142,2.138,3.425,0.932,2.252,1.496,1.028,2.741,5.405,2.368,1.316,3.792,2.155,1.342,1.832,3.267,5.405,0.837,1.625,4.364,2.747,1.487,1.002,3.081,3.522,3.12,2.894,1.667,1.395,0.987,2.75,1.529,2.02,1.469,0.715,6.302,1.489,0.781,1.514,1.161,0.771,4.265,0.581,0.135,1.964,1.218,2.225,0.822,0.432,1.413,0.13,2.962,3.11,0.997,4.33,0.104,1.657,4.684,1.502,7.596,3.321,0.105,1.398,1.461,2.099,2.689,1.753,2.449,10.242,1.108,2.264,3.443,0.603,3.522,1.494,0.321,0.734,3.214,2.373,0.59,0.212,2.301,3.147,0.351,2.292,0.113,2.823,0.104,1.101,0.105,1.235,2.364,1.009,1.239,1.47,4.553,1.229,3.123,2.247,1.333,2.53,1.252,2.485,1.606,4.824,1.306,3.21,7.39,3.887,3.441,1.385,4.308,2.574,3.947,1.893,0.55,2.094,2.578,2.422,1.265,1.595,1.897,2.852,1.49,1.316,3.543,2.649,1.389,3.677,2.68,1.995,0.104,3.96,3.678,2.336,3.278,2.605,1.452,0.603,0.855,0.262,0.104,0.687,0.14,1.012,3.033,4.826,3.009,3.674,0.104,1.045,2.407,5.821,2.295,3.036,5.775,3.198,2.32,6.692,0.908,1.167,1.078,0.839,1.677,2.132,2.048,5.066,3.065,2.997,1.474,3.236,2.871,0.857,0.507,4.002,2.15,1.684,2.24,0.626,1.208,0.233,4.81,1.1,1.751,2.862,2.489,2.462,1.338,2.791,9.397
5/1/31,9.441,3.864,5.66,2.133,5.792,4.086,1.491,2.749,3.848,4.304,2.351,4.348,1.997,3.075,3.81,0.536,2.463,4.338,4.809,2.167,2.091,6.422,6.978,1.881,1.129,1.104,1.763,5.454,2.052,2.209,1.844,6.871,4.858,2.532,2.178,0.508,1.118,1.269,0.693,3.897,4.211,3.911,0.98,1.939,6.378,4.335,4.125,0.86,4.643,2.094,4.033,6.195,7.344,2.982,4.16,3.331,1.419,2.094,2.32,3.994,7.3,6.251,2.606,2.488,2.972,6.631,1.855,6.707,1.418,4.408,2.943,4.045,3.26,2.499,5.465,4.952,6.092,5.102,2.358,7.277,3.913,0.971,0.79,2.001,2.942,4.474,3.328,4.352,2.265,2.118,2.428,4.22,1.757,1.838,4.769,1.423,3.463,4.207,6.364,1.421,3.032,2.319,2.151,2.313,3.936,5.443,3.5,2.212,1.891,4.368,1.944,4.294,2.866,0.487,5.064,1.79,4.565,1.924,2.982,2.511,5.326,3.016,4.069,2.446,5.088,2.853,5.305,5.103,3.611,4.328,5.058,1.73,3.071,1.179,4.375,0.897,1.226,1.722,3.068,3.764,1.926,2.744,4.089,2.878,3.268,6.668,2.899,3.266,7.162,1.835,2.756,3.328,6.405,5.814,1.312,2.518,2.447,2.663,4.738,2.003,3.028,1.75,4.963,3.925,1.623,4.738,1.897,5.163,2.122,6.031,5.235,5.155,5.259,1.982,4.188,2.092,4.305,0.539,6.762,1.002,3.543,4.569,1.489,4.449,3.309,3.381,2.591,2.104,5.08,3.246,1.016,3.6,3.863,2.033,6.474,6.265,4.347,5.797,4.174,6.065,2.589,1.699,2.115,3.402,2.134,4.404,0.602,6.439,3.205,3.54,1.094,4.917,4.12,7.811,4.651,4.9,1.187,6.104,2.321,0.562,2.543,1.201,4.855,3.491,6.747,3.419,4.589,3.709,5.872,3.7,3.117
6/1/31,0.73,1.566,3.839,2.55,1.942,3.111,3.494,1.128,1.81,3.218,2.9,2.922,3.614,8.813,1.93,3.492,3.613,2.476,2.581,1.256,5.887,3.309,2.678,4.331,0.564,9.444,9.879,2.03,0.727,7.731,4.493,2.869,2.01,2.67,0.34,1.443,3.915,4.104,1.667,7.937,2.348,4.255,9.676,1.033,1.309,1.531,10.397,4.827,0.33,3.434,3.915,1.296,2.699,3.326,3.47,1.863,0.881,3.434,5.386,7.674,3.449,3.271,2.01,4.921,3.579,1.594,10.326,3.316,1.039,0.445,2.641,0.488,3.234,1.971,1.789,4.221,2.812,3.148,9.628,3.833,2.446,6.58,2.197,3.056,4.241,5.646,0.935,4.208,2.189,3.794,2.482,3.208,1.472,3.162,3.682,1.593,2.531,2.553,3.325,4.589,2.717,5.091,5.23,2.243,1.639,5.041,5.869,7.341,2.94,2.505,7.109,2.839,3.369,5.258,3.041,7.885,1.081,3.088,1.042,3.612,0.528,2.282,3.395,1.384,5.29,1.771,8.284,1.076,5.395,3.357,1.281,3.468,5.52,2.193,1.573,0.58,1.38,7.51,3.842,2.582,1.062,3.014,3.209,1.759,2.437,5.388,2.697,2.343,3.53,1.44,1.581,1.148,6.295,4.262,2.678,4.418,3.913,2.597,2.583,1.444,3.275,1.3,2.016,2.528,3.482,1.596,3.945,3.679,3.488,8.637,1.582,4.479,1.541,3.484,2.931,1.943,2.102,3.307,1.454,6.841,3.164,1.446,0.627,2.84,6.655,4.036,3.258,3.584,0.582,1.167,3.961,6.476,7.259,5.244,8.331,2.594,5.83,1.745,0.741,2.584,6.807,4.717,0.738,3.135,2.057,3.129,6.637,5.185,7.581,11.394,3.076,5.074,4.152,4.856,2.127,5.979,3.612,2.646,2.408,5.835,1.024,7.496,6.726,1.725,1.287,1.536,3.406,0.195,2.661,0.819,0.684
7/1/31,0.551,1.201,0.899,1.95,1.37,4.127,1.19,1.191,2.039,4.456,2.7,4.229,0.378,0.87,1.991,1.512,1.717,0.539,1.155,0.532,0.856,0.989,0.758,0.092,1.199,0.138,2.318,0.573,0.639,2.907,0.144,1.651,0.454,1.261,0.776,0.471,2.395,0.401,1.713,1.486,1.679,1.701,0.996,0.173,0.578,0.938,1.606,0.402,0.324,0.102,2.39,0.341,2.004,4.643,0.222,0.535,0.135,0.102,2.518,2.386,1.858,1.02,2.783,1.222,1.41,0.37,0.12,0.308,0.955,0.253,0.382,0.94,0.238,2.839,2.667,3.656,0.07,7.959,1.03,1.707,0.121,1.06,0.9,0.587,0.701,0.195,0.154,2.119,0.209,0.136,2.211,0.13,0.397,0.848,0.815,1.581,2.792,0.688,2.599,5.668,2.238,3.237,0.283,0.306,1.261,3.497,3.237,1.793,1.129,0.683,3.972,1.099,0.521,0.351,0.895,0.467,1.79,4.834,0.357,1.597,0.374,2.037,0.404,1.054,0.279,2.027,4.069,3.165,1.819,1.042,0.494,1.427,2.75,1.88,1.119,0.275,0.136,1.648,1.952,1.735,2.515,1.83,0.722,0.668,0.124,4.307,1.236,0.329,0.305,0.882,0.288,0.898,0.273,0.523,2.051,1.705,1.014,0.792,1.155,2.371,1.156,1.717,2.397,3.345,1.032,0.677,0.871,1.624,0.922,4.996,1.337,2.24,0.205,0.188,1.277,0.712,0.352,0.264,2.819,1.46,0.828,0.316,0.169,0.652,0.452,1.257,0.824,0.214,0.395,1.638,1.784,0.706,2.413,3.449,1.536,2.059,0.343,1.993,2,2.74,0.712,1.043,7.109,1.724,1.805,0.587,3.851,0.136,0.179,1.814,1.369,2.453,1.456,2.678,1.79,2.032,0.473,4.221,0.291,0.362,1.632,1.091,1.11,0.648,3.79,4.885,0.084,1.746,6.551,2.228,2.902
8/1/31,0.145,1.954,0.377,3.077,1.245,0.077,0.987,4.614,2.2,1.21,1.699,0.745,1.259,0.804,2.757,2.113,3.646,0.581,1.411,2.692,0.93,2.389,2.697,1.444,2.466,0.43,6.519,0.593,0.655,2.768,1.325,6.935,0.618,1.222,2.174,1.201,1.334,1.213,0.125,1.15,0.581,0.862,4.534,0.661,2.753,0.694,6.314,1.124,0.448,0.576,4.181,0.539,2.432,0.986,0.235,0.456,1.256,0.576,0.31,0.759,5.617,0.589,2.929,3.874,4.529,0.594,0.612,3.004,11.864,1.108,0.757,1.042,1.976,1.546,14.486,0.473,1.373,2.168,0.392,0.585,0.974,0.814,0.824,0.241,0.921,0.814,0.926,2.765,0.166,8.017,2.199,0.253,0.529,0.565,3.753,1.167,1.269,0.888,1.575,1.873,1.457,0.043,1.08,2.06,1.429,1.314,0.686,1.75,3.066,1.167,7.545,0.554,3.306,2.421,3.051,0.315,1.385,6.328,1.817,0.073,0.619,6.414,0.856,0.871,1.506,2.088,0.815,1.557,0.936,0.185,0.964,0.27,1.835,0.591,0.991,0.071,0.603,5.635,1.546,0.043,8.936,0.797,7.245,0.048,1.224,1.644,0.613,1.487,0.895,1.242,1.169,2.772,0.134,5.457,1.587,2.366,1.113,1.176,0.769,2.001,0.29,2.876,3.765,0.891,3.702,1.158,1.91,9.556,1.926,0.702,0.158,1.771,0.523,0.158,5.021,0.812,3.539,1.914,0.725,0.683,0.704,1.196,1.02,0.051,0.904,3.8,0.913,0.161,0.271,1.135,1.164,0.734,8.975,1.096,2.123,0.047,0.751,3.104,1.449,2.579,0.578,0.797,0.924,0.341,0.818,1.377,1.36,0.697,0.348,0.642,0.137,1.182,1.015,2.4,1.309,2.667,3.528,1.033,0.054,0.124,1.625,2.762,0.934,1.314,2.052,2.827,0.58,2.773,0.863,0.729,1.691
9/1/31,1.943,2,2.3,1.643,4.047,5.046,6.61,2.116,3.388,1.9,1.894,1.429,4.453,3.895,4.188,9.364,6.079,1.829,0.722,4.323,4.298,5.301,3.787,4.635,3.761,3.763,2.219,2.142,4.623,1.424,4.137,1.537,3.513,1.537,1.953,3.552,2.402,4.269,2.352,2.21,11.205,0.596,4.413,2.662,4.633,5.215,4.13,1.972,4.704,2.236,0.969,0.568,4.14,1.607,6.641,2.325,0.959,2.236,0.716,0.599,4.734,4.344,3.309,4.253,5.202,1.395,2.469,7.082,1.369,3.563,1.941,0.587,3.863,6.87,3.261,0.703,7.257,5.856,4.491,3.902,1.456,5.582,10.495,1.852,2.65,2.927,3.622,8.432,2.712,4.076,4.571,1.119,4.719,7.181,6.741,0.287,1.164,0.652,3.868,3.809,1.359,1.531,4.624,1.602,5.707,2.734,4.417,3.635,2.677,4.384,2.496,2.171,1.518,3.198,3.414,1.688,2.06,2.271,4.516,8.174,2.335,5.214,3.389,3.018,4.32,1.311,2.537,5.01,1.728,0.886,4.501,0.29,0.39,1.566,2.35,2.791,4.256,4.817,1.048,2.591,4.676,2.863,2.168,4.096,7.217,4.822,0.945,0.463,2.38,1.941,1.021,1.875,2.83,3.931,3.176,4.861,5.023,0.574,3.223,3.414,3.375,2.645,7.279,2.469,1.531,6.021,1.715,2.38,1.646,8.934,3.753,3.2,4.862,1.351,1.082,4.219,2.814,2.973,2.723,2.243,1.733,0.536,2.066,2.132,4.183,7.948,3.652,0.896,1.594,3.225,4.73,4.953,4.703,2.886,3.957,2.133,3.521,4.582,4.557,3.861,3.192,0.287,2.277,1.724,2.315,2.347,5.14,2.84,4.929,2.054,4.568,1.911,3.658,3.596,4.314,2.073,1.733,2.792,0.677,4.088,0.416,0.35,2.124,4.631,2.17,4.027,1.672,4.862,2.043,2.065,2.283
10/1/31,0.089,2.49,0.554,0.968,0.68,4.358,6.984,0.663,5.177,11.85,0.674,2.527,1.053,7.493,12.403,4.835,2.832,3.907,1.078,8.985,11.361,1.588,0.829,4.271,1.046,2.381,0.591,1.038,3.405,2.142,2.288,1.569,2.069,5.363,1.529,2.574,9.698,0.781,0.096,3.752,2.119,6.617,4.033,1.455,1.462,1.99,1.659,2.84,7.722,4.193,0.936,2.537,7.327,3.222,12.107,6.774,0.566,4.193,0.015,3.015,0.742,1.889,5.404,4.354,0.853,1.757,4.52,2.181,3.705,2.915,8.593,6.992,1.927,3.146,1.073,1.13,1.707,5.631,0.689,5.785,2.691,5.681,0.909,4.705,2.103,3.036,1.856,7.26,0.873,3.513,4.42,1.384,2.766,2.903,1.01,1.992,0.931,4.261,0.73,1.748,0.287,4.404,1.145,7.693,1.872,3.244,2.821,4.171,3.368,3.126,1.613,5.325,3.412,0.658,2.893,0.541,0.585,1.351,10.004,1.25,3.639,0.784,3.604,4.128,1.487,3.264,3.094,11.045,3.32,1.694,0.697,9.348,0.111,0.643,0.875,1.47,5.487,2.688,1.826,0.705,0.508,2.65,5.595,1.628,4.098,1.679,0.77,3.698,0.789,4.84,3.158,1.554,3.446,1.671,4.234,0.767,5.285,0.81,3.064,1.432,4.303,1.77,2.645,0.377,1.291,1.491,11.791,3.034,0.634,0.371,3.451,2.778,2.094,4.243,1.875,6.992,1.896,3.619,4.615,1.135,2.402,1.188,2.487,5.53,2.666,2.115,1.978,3.037,2.092,0.625,2.616,3.218,1.337,1.725,2.438,1.08,9.278,2.635,1.756,1.698,6.442,3.821,0.55,0.551,0.993,2.858,8.999,5.765,2.7,4.994,0.519,2.639,1.066,1.997,1.976,6.829,3.604,1.575,2.46,1.669,3.548,3.378,3.182,0.719,2.345,1.802,1.976,2.307,2.066,4.113,3.021
11/1/31,1.765,1.191,1.269,1.581,1,3.958,1.357,3.96,6.244,3.003,1.271,5.095,1.19,3.307,1.903,1.472,4.763,0.105,3.075,0.368,2.776,1.768,2.05,0.978,4.355,1.572,0.744,0.95,2.543,2.341,5.112,0.372,2.793,5.026,1.403,2.367,3.032,1.074,0.9,4.355,2.227,3.147,1.974,1.099,2.208,0.27,1.725,0.822,2.546,0.503,0.858,2.52,1.967,0.14,2.145,3.581,1.909,0.503,2.202,0.636,1.057,2.745,3.518,3.092,2.047,4.2,0.43,2.057,2.334,0.486,4.356,0.856,0.051,3.783,0.734,2.152,0.014,0.278,3.636,1.013,3.407,0.386,1.991,4.561,2.507,3.224,4.615,1.927,1.512,4.954,1.682,2.261,1.943,3.253,1.414,2.071,2.093,1.064,1.104,2.734,3.208,2.224,0.84,0.065,1.108,0.684,4.578,2.684,4.102,4.551,0.775,0.871,3.011,0.76,1.949,0.858,0.541,1.079,0.243,2.039,0.835,2.262,1.297,1.136,3.404,4.47,2.648,1.292,1.993,2.362,1.919,0.506,1.158,0.19,0.991,1.555,1.794,1.745,0.223,1.813,2.719,1.511,0.976,2.619,2.338,1.766,1.774,1.887,2.493,2.55,0.087,2.417,1.147,1.104,2.832,4.512,1.567,1.748,2.201,2.442,1.34,1.643,1.169,2.065,2.749,1.764,1.706,2.576,1.142,1.508,2.724,1.172,0.014,2.1,1.719,0.023,2.176,0.933,1.806,1.173,0.438,2.279,4.682,2.955,4.602,2.266,1.749,1.309,1.395,4.693,0.487,2.597,2.655,1.924,0.597,2.129,4.732,1.196,3.06,2.472,5.98,1.966,3.221,2.809,0.757,2.85,3.059,2.278,1.56,4.903,1.617,3.925,3.689,4.984,2.54,5.272,7.456,2.588,2.174,1.526,2.019,5.024,2.29,0.39,0.76,1.849,2.178,2.415,3.092,2.109,0.322
12/1/31,3.324,2.711,0.712,0.167,0.047,1.756,2.25,1.209,1.05,0.411,0.788,0.617,0.397,2.061,0.403,0.385,0.176,3.105,1.723,0.084,0.2,0.83,3.291,0.854,2.149,0.511,1.409,0.047,1.536,1.935,2.112,1.044,2.084,2.676,1.116,3.563,3.387,0.793,1.208,6.298,5.388,7.024,0.623,3.591,1.186,4.413,0.792,0.824,1.612,1.259,0.281,0.604,1.757,7.41,5.776,0.563,1.809,1.259,2.127,0.86,0.968,0.99,6.046,2.668,0.53,0.52,2.333,1.452,2.264,2.108,0.915,1.562,0.624,0.375,1.415,0.581,0.61,0.676,1.342,3.024,1.479,1.986,1.766,1.487,2.123,1.807,0.93,0.55,0.846,1.414,0.124,0.272,0.722,0.942,0.535,0.33,1.121,1.059,1.168,1.054,1.648,0.914,4.668,1.002,0.482,3.495,1.516,1.112,1.196,3.052,0.047,3.384,1.875,0.614,2.745,1.993,5.399,0.573,4.249,3.035,2.353,0.356,0.464,2.028,1.406,1.218,1.848,5.036,1.319,0.048,0.901,0.909,1.759,0.05,0.946,0.445,0.965,1.828,0.311,3.41,0.531,3.188,2.76,4.473,2.287,1.716,2.644,0.644,7.16,0.627,0.536,1.316,0.964,0.911,0.308,1.957,0.74,3.433,0.28,1.605,0.842,0.551,1.951,3.878,1.974,0.809,5.584,1.825,0.864,2.476,0.304,1.546,0.086,1.194,1.974,2.174,0.206,2.349,1.013,4.559,1.39,4.024,3.357,0.956,3.511,0.671,1.189,2.14,0.122,0.304,0.337,1.17,0.613,0.875,2.085,0.541,2.746,2.384,1.713,1.172,0.667,0.251,0.883,2.006,1.044,2.949,0.841,0.162,6.859,2.167,1.372,1.421,0.477,2.583,0.355,1.454,0.825,0.603,1.113,0.707,0.579,3.047,1.648,2.538,0.747,2.143,0.352,1.729,2.048,0.893,0.838
1/1/32,1.24,2.378,1.006,1.114,0.495,0.744,0.301,0.555,0.997,1.419,0.739,0.396,0.169,0.9,6.224,0.461,1.145,1.002,0.015,0.504,0.186,2.593,1.022,1.571,1.608,5.569,0.911,1.385,0.699,0.626,1.747,2.37,0.617,1.343,1.745,0.555,0.995,0.68,1.156,2.959,0.811,0.786,0.228,2.536,0.563,3.369,0.685,0.767,0.618,3.094,0.674,0.646,0.313,1.021,5.342,0.629,0.304,3.094,0.424,2.609,2.3,0.681,1.205,0.28,0.541,1.409,1.269,1.048,1.082,0.578,1.074,3.395,0.552,2.129,1.049,0.761,1.954,1.711,0.616,0.779,1.227,1.31,0.757,1.941,6.126,1.141,5.629,1.79,1.825,0.244,1.261,0.508,1.184,0.802,1.112,0.508,0.579,1.351,3.439,0.585,1.604,2.129,3.375,0.954,0.013,1.036,1.247,2.086,0.678,0.679,0.759,1.123,0.852,0.737,0.677,0.777,0.8,1.33,3.472,1.36,1.223,1.88,0.22,0.955,0.598,1.393,2.139,0.044,0.653,2.328,0.026,0.082,1.817,0.313,1.841,0.546,0.268,3.207,1.308,1.371,1.329,0.859,2.199,1.956,1.183,1.406,0.444,0.116,2.563,2.172,1.294,0.719,1.311,3.048,1.267,1.194,0.065,0.355,0.069,0.028,0.884,2.301,1.511,1.13,6.245,1.478,0.577,0.848,0.728,1.714,1.198,0.352,0.465,0.671,1.385,1.945,0.2,0.608,0.754,3.23,1.146,0.227,0.927,0.754,1.006,1.782,0.255,1.238,1.189,0.655,0.804,1.475,1.005,1.27,0.567,5.83,1.308,1.332,2.003,1.303,1.852,0.622,0.112,1.89,1.732,5.305,0.611,2.438,0.758,3.385,0.311,0.433,0.318,1.395,0.988,3.009,0.35,0.719,1.383,0.85,1.981,0.265,0.13,2.281,0.37,1.501,0.841,1.164,0.6,1.329,0.634
