DATE,Baron_discharge_m3s,Hueco_discharge_m3s,Jacobs_discharge_m3s,PRCP_mm,T_AVER,"Lovelady Groundwater level above NAVD 1988, meter (Mean)"
10/1/84,1.073299846,,,8.472129032,21.33548387,
11/1/84,1.310126121,,,1.591733333,14.84333333,
12/1/84,1.516321485,,,2.646516129,14.67741935,
1/1/85,2.015976817,,,1.097935484,6.693548387,
2/1/85,2.13994458,,,1.905,9.839285714,
3/1/85,2.294578054,,,1.507612903,17.95806452,
4/1/85,2.242694282,,,2.023533333,21.1,
5/1/85,2.027851624,,,1.351935484,24.62258065,
6/1/85,1.973684236,,,4.7752,27.03666667,
7/1/85,1.938699228,,,1.253612903,28.26774194,
8/1/85,1.668044978,,,0.30316129,30.51612903,
9/1/85,1.396492505,,,3.369733333,26.24,
10/1/85,1.515225348,,,4.785032258,22.06451613,
11/1/85,1.663048424,,,4.021666667,17.21,
12/1/85,2.230728131,,,0.868516129,9.480645161,
1/1/86,2.187248069,,,0.368709677,12.20967742,
2/1/86,2.135191395,,,1.034142857,14.2,
3/1/86,2.016890264,,,0.335935484,17.57419355,
4/1/86,1.792928363,,,1.236133333,22.10666667,
5/1/86,2.023558424,,,6.030451613,23.17096774,
6/1/86,2.230612428,,,1.862666667,27.46333333,
7/1/86,2.023741114,,,0.368709677,29.93225806,
8/1/86,1.656078826,,,0.991419355,29.25806452,
9/1/86,1.555727574,,,4.0386,27.79666667,
10/1/86,1.74011592,,,6.538451613,20.42258065,
11/1/86,2.056746987,,,1.532466667,14.96666667,
12/1/86,2.197752706,,,4.727677419,10.44193548,
1/1/87,2.196839259,,,0.753806452,10.51935484,
2/1/87,2.232985649,,,2.6035,13.00714286,
3/1/87,3.007979909,,,1.114322581,14.38064516,
4/1/87,2.875103865,,,0.381,19.63666667,
5/1/87,2.712936632,,,5.530645161,24.5,
6/1/87,3.007249151,,,9.186333333,26.74666667,
7/1/87,2.924856261,,,2.834967742,28.52903226,
8/1/87,3.021681609,,,0.221225806,29.64516129,
9/1/87,2.78732164,,,4.258733333,25.99,
10/1/87,2.588707884,,,0.254,21.05483871,
11/1/87,2.310654715,,,2.607733333,15.54,
12/1/87,2.147513139,,,1.073354839,11.79677419,
1/1/88,1.988573417,,,0.221225806,8.493548387,
2/1/88,1.745880084,,,0.280275862,11.7862069,
3/1/88,1.569301392,,,2.179483871,15.78064516,
4/1/88,1.473419939,,,1.710266667,20.28666667,
5/1/88,1.381131376,,,2.728451613,23.7,
6/1/88,1.31956507,,,2.201333333,26.75,
7/1/88,1.253248841,,,2.269612903,29.23548387,
8/1/88,1.202095827,,,1.368322581,30.36129032,
9/1/88,1.131729985,,,1.210733333,27.51,
10/1/88,0.787391036,,,0.540774194,22.49032258,
11/1/88,0.713584544,,,0.287866667,18.28666667,
12/1/88,0.696959815,,,0.934064516,13.0483871,
1/1/89,0.737151469,,,3.105354839,12.9516129,
2/1/89,0.78680382,,,0.771071429,9.210714286,
3/1/89,0.715228748,,,1.737032258,15.99677419,
4/1/89,0.815525194,,,2.0574,20.62666667,
5/1/89,1.514494591,,,5.653548387,25.70322581,
6/1/89,1.854753479,,,2.624666667,27.40333333,
7/1/89,1.40214065,,,0.073741935,29.83870968,
8/1/89,0.964599691,,,2.228645161,29.27741935,
9/1/89,0.740013602,,,0.2286,26.26333333,
10/1/89,0.52523184,,,1.802580645,22.20645161,
11/1/89,0.582383153,,,1.0668,17.03,
12/1/89,0.515183926,,,0.114709677,6.787096774,
1/1/90,0.448502319,,,1.048774194,14.40322581,
2/1/90,0.475318503,,,3.220357143,15.125,
3/1/90,0.612922721,,,1.704258065,16.4483871,
4/1/90,0.789096136,,,2.6416,20.97333333,
5/1/90,1.555599692,,,2.990645161,25.80645161,
6/1/90,1.257268007,,,1.312333333,29.93,
7/1/90,0.950897991,,,2.572774194,28.55483871,
8/1/90,0.745372489,,,0.270387097,30.04193548,
9/1/90,0.623914529,,,1.490133333,27.33,
10/1/90,0.584605874,,,2.777612903,21.09354839,
11/1/90,0.673940959,,,3.2766,17.55333333,
12/1/90,0.575471407,,,0.589935484,10.70645161,
1/1/91,1.899055642,,,7.546258065,8.522580645,
2/1/91,2.403898047,,,2.712357143,13.63571429,
3/1/91,2.393230295,,,0.737419355,17.47096774,
4/1/91,2.715585627,,,4.157133333,21.88333333,
5/1/91,2.702888718,,,3.261032258,24.82258065,
6/1/91,2.564562443,,,3.725333333,27.49333333,
7/1/91,2.321068007,,,0.950451613,28.82580645,
8/1/91,2.028765071,,,3.50683871,29.51612903,
9/1/91,1.952918548,,,1.905,25.11333333,
10/1/91,1.780307574,,,2.507225806,22.60645161,
11/1/91,1.663142814,,,0.770466667,13.74,
12/1/91,2.2406847,,,11.60206452,12.49032258,
1/1/92,2.481834623,,,3.957483871,10.32903226,
2/1/92,3.400950969,,,5.745655172,14.91724138,
3/1/92,2.902020094,,,4.449096774,17.05806452,
4/1/92,2.903420712,,,1.608666667,20.00333333,
5/1/92,2.840819167,,,7.41516129,22.83225806,
6/1/92,2.589103711,,,4.199466667,27.52333333,
7/1/92,2.799714066,,,0.786580645,28.81935484,
8/1/92,3.581624422,,,1.597741935,27.78064516,
9/1/92,3.470701547,,,1.6764,27.1,
10/1/92,3.287494592,,,1.130709677,22.58709677,
11/1/92,2.914747451,,,3.183466667,13.80333333,
12/1/92,2.772310666,,,2.695677419,12.64516129,
1/1/93,2.743993819,,,2.777612903,9.919354839,
2/1/93,2.981359463,,,2.848428571,12.46071429,
3/1/93,3.011633695,,,1.712451613,16.02903226,
4/1/93,3.049724422,,,2.4892,19.04333333,
5/1/93,3.051825349,,,4.342580645,23.1516129,
6/1/93,2.88359892,,,3.3782,27.42,
7/1/93,2.676398765,,,0,29.63548387,
8/1/93,2.362173108,,,0.614516129,30.74193548,
9/1/93,2.011440032,,,0.287866667,27.64,
10/1/93,1.875306029,,,1.98283871,21.37096774,
11/1/93,1.668806183,,,0.846666667,13.13,
12/1/93,1.506273571,,,0.934064516,12.73870968,
1/1/94,1.465168471,,,1.171677419,11.21935484,
2/1/94,1.413819718,,,1.932214286,12.95714286,
3/1/94,1.347333849,,,1.392903226,17.10967742,
4/1/94,1.287472644,,,1.4224,20.73333333,
5/1/94,1.236806801,,,3.015225806,23.71612903,
6/1/94,1.22895116,,,0.626533333,28.94666667,
7/1/94,1.054117466,,,0.213032258,30.61290323,
8/1/94,0.924408038,,,6.964516129,28.73225806,
9/1/94,0.790040031,,,4.817533333,25.28333333,
10/1/94,1.055944359,,,6.431935484,21.85483871,
11/1/94,1.487578362,,,1.5494,17.72666667,
12/1/94,1.180173107,,,4.645741935,13.14516129,
1/1/95,1.114404946,,,0.663677419,11.98709677,
2/1/95,0.985021749,,,1.306285714,13.42857143,
3/1/95,1.921891809,,,1.810774194,15.91935484,
4/1/95,2.338971562,,,2.607733333,19.75,
5/1/95,2.454431222,,,7.775677419,24.55806452,
6/1/95,2.809031222,,,2.319866667,26.3,
7/1/95,2.555823803,,,0.524387097,29.16129032,
8/1/95,2.266261207,,,4.678516129,29.09032258,
9/1/95,1.93970402,,,2.286,25.92666667,
10/1/95,1.43502473,,,1.171677419,21.52903226,
11/1/95,1.41584235,,,2.726266667,15.00666667,
12/1/95,1.103443586,,,0.417870968,12.7516129,
1/1/96,0.913446677,,,0.04916129,10.27741935,
2/1/96,0.767484198,,,0.543034483,14.24827586,
3/1/96,0.675037095,,,0.491612903,13.98064516,
4/1/96,0.71264065,,,1.608666667,20.32333333,
5/1/96,0.586432767,,,1.491225806,26.99032258,
6/1/96,0.740957497,,,3.793066667,28.03333333,
7/1/96,0.594653787,,,0.122903226,30.39354839,
8/1/96,0.608355487,,,7.218516129,28.80322581,
9/1/96,0.922185317,,,3.4036,25.34,
10/1/96,0.888783617,,,0.639096774,21.03225806,
11/1/96,0.880653942,,,3.496733333,15.79333333,
12/1/96,0.968253478,,,1.794387097,12.7,
1/1/97,1.019406492,,,0.876709677,9.341935484,
2/1/97,1.322801281,,,3.574142857,11.69285714,
3/1/97,1.646030913,,,1.294580645,17.11612903,
4/1/97,2.081288255,,,4.732866667,17.21666667,
5/1/97,2.466306029,,,5.817419355,22.46774194,
6/1/97,2.886430604,,,7.5946,26.16,
7/1/97,3.176054097,,,1.745225806,28.81612903,
8/1/97,2.957740341,,,1.917290323,28.39032258,
9/1/97,2.626859507,,,1.236133333,27.49,
10/1/97,2.55673725,,,4.440903226,21.32258065,
11/1/97,2.279506183,,,2.4638,13.6,
12/1/97,2.094533231,,,3.50683871,10.28064516,
1/1/98,2.406018548,,,2.195870968,13.59032258,
2/1/98,2.618297032,,,2.957285714,13.04285714,
3/1/98,2.783272026,,,2.515419355,15.27419355,
4/1/98,2.758060898,,,0.6604,19.64666667,
5/1/98,2.602409584,,,0.598129032,26.60967742,
6/1/98,2.399380836,,,1.3208,30.18,
7/1/98,2.128330758,,,0.737419355,31.08387097,
8/1/98,1.769346214,,,1.138903226,29.89677419,
9/1/98,1.65087218,,,5.723466667,28.26666667,
10/1/98,2.374961361,,,10.15180645,22.01935484,
11/1/98,2.948727668,,,3.420533333,17.07333333,
12/1/98,2.985143742,,,1.278193548,11.57419355,
1/1/99,2.875530141,,,0.163870968,13.07096774,
2/1/99,2.702236257,,,0.027214286,16.80357143,
3/1/99,2.555823803,,,3.35116129,16.86129032,
4/1/99,2.403156415,,,0.668866667,22.08,
5/1/99,2.155734159,,,5.79283871,24.66774194,
6/1/99,1.946311284,,,2.853266667,27.60666667,
7/1/99,1.867085009,,,3.629741935,28.44193548,
8/1/99,1.552859352,,,0.573548387,31.2483871,
9/1/99,1.193083154,,,0.237066667,27.44333333,
10/1/99,0.945417311,,,1.368322581,21.77741935,
11/1/99,0.872158888,,,0.127,18.01333333,
12/1/99,0.82210201,,,0.942258065,13.13870968,
1/1/00,0.818448223,,,2.33516129,12.97096774,
2/1/00,0.76162554,,,1.532758621,16.72413793,
3/1/00,0.765468316,,,0.934064516,19.03870968,
4/1/00,0.719247914,,,2.032,21.29666667,
5/1/00,0.728017002,,,2.662903226,26.16451613,
6/1/00,1.378086554,,,4.461933333,27.59666667,
7/1/00,1.073299846,,,1.532193548,30.38064516,
8/1/00,0.749939722,,,0.106516129,30.6483871,
9/1/00,0.596541577,,,1.490133333,27.50666667,
10/1/00,0.792871716,,,4.940709677,21.85483871,
11/1/00,2.077512675,,,6.731,13.28,
12/1/00,2.416066462,,,2.351548387,7.451612903,
1/1/01,2.642601238,,,2.228645161,9.122580645,
2/1/01,2.817526277,,,1.279071429,13.43928571,
3/1/01,2.865482227,,,4.514645161,12.72258065,
4/1/01,2.911915767,,,0.423333333,21.54333333,
5/1/01,2.909327668,,,2.679290323,24.68709677,
6/1/01,2.709922258,,,0.719666667,28.14,
7/1/01,2.493709429,,,0.278580645,30.63548387,
8/1/01,2.144772799,,,7.767483871,30.10967742,
9/1/01,2.183228904,,,1.4478,25.09333333,
10/1/01,1.91759861,,,2.015612903,20.06451613,
11/1/01,2.264120697,,,8.466666667,17.10666667,
12/1/01,2.992451315,,,3.785419355,12.08709677,
1/1/02,3.165092737,,,1.384709677,11.95806452,
2/1/02,3.073389215,,,0.598714286,10.625,
3/1/02,2.877357034,,,1.016,15.10322581,
4/1/02,2.773540774,,,0.643466667,22.99666667,
5/1/02,2.563862134,,,1.024193548,25.57419355,
6/1/02,2.258551717,,,4.7752,28.13,
7/1/02,2.738513139,,,4.047612903,27.98387097,
8/1/02,2.850593046,,,1.925483871,29.59677419,
9/1/02,2.603262134,,,2.734733333,26.53,
10/1/02,2.432325813,,,5.473290323,20.8516129,
11/1/02,2.780431207,2.693640071,,2.573866667,13.99333333,
12/1/02,3.015287482,3.115492583,,3.703483871,11.78064516,
1/1/03,3.08196909,3.301196292,,1.392903226,9.790322581,
2/1/03,3.222052662,2.797097694,,3.501571429,10.66071429,
3/1/03,3.266485318,2.626889955,,0.442451613,15.58387097,
4/1/03,3.037453788,2.351997312,,0.084666667,21.54666667,
5/1/03,2.836982691,2.181767389,,1.122516129,26.7,
6/1/03,2.711998827,2.105546354,,3.852333333,27.85,
7/1/03,2.524401238,2.304900001,,1.163483871,29.29354839,
8/1/03,2.318144978,1.654800001,,2.408903226,29.97419355,
9/1/03,1.995582598,1.398663463,,1.761066667,25.81,
10/1/03,1.605108502,1.128197991,,0.843935484,22.44193548,
11/1/03,1.2178132,0.893774081,,1.1176,17.59666667,
12/1/03,1.130938331,0.64891252,,0.409677419,12.87419355,
1/1/04,1.145096755,0.613836167,,3.400322581,12.47419355,
2/1/04,1.190088728,0.818942744,,3.266965517,10.97241379,
3/1/04,1.302848996,1.263753478,,1.892709677,19.18387097,
4/1/04,1.592728254,2.011911979,,3.361266667,20.17666667,
5/1/04,1.781129676,2.247444205,,2.736645161,24.7,
6/1/04,2.102053942,2.383051454,,9.660466667,26.52,
7/1/04,2.728008502,2.603140341,,0.680064516,28.26774194,
8/1/04,2.418076044,2.25301623,,1.564967742,28.44193548,
9/1/04,2.03220572,2.062599135,,1.329266667,26.68,
10/1/04,1.852652551,2.382817003,,3.785419355,24.39032258,
11/1/04,2.315091021,3.24803674,,11.938,15.39333333,
12/1/04,2.901563371,2.967788255,,0.270387097,11.36451613,
1/1/05,2.753036941,2.553448842,,1.843548387,12.4483871,
2/1/05,2.765544636,2.638422219,,2.004785714,13.225,
3/1/05,3.247302938,2.764729059,,3.523225806,15.95483871,
4/1/05,3.11862875,2.497545906,0.426522508,0.6096,19.78333333,
5/1/05,2.825107884,2.350572335,0.31631745,2.564580645,23.64516129,
6/1/05,2.593068069,2.182662567,0.198048028,0.753533333,28.59666667,
7/1/05,2.332029368,2.010587482,0.139739073,2.253225806,29.53225806,
8/1/05,2.121936632,1.917781299,0.118638454,1.999225806,29.78064516,
9/1/05,1.834270959,1.317205333,0.094068566,1.2192,29.12666667,
10/1/05,1.411001083,0.942585626,0.079679954,1.458451613,21.56129032,
11/1/05,1.218001979,0.683946245,0.0881881,0.2794,18.20666667,
12/1/05,1.180173107,0.581500155,0.087088006,0.073741935,11.16451613,
1/1/06,0.948340341,0.452795518,0.068380618,1.47483871,14.7516129,
2/1/06,0.861944596,0.433045496,0.06673674,0.807357143,12.53571429,
3/1/06,0.888144205,0.463574189,0.048010757,6.177935484,18.73225806,
4/1/06,0.88273051,0.363965873,0.071320699,2.446866667,23.82,
5/1/06,0.978027358,0.362071994,0.058369243,4.326193548,25.13548387,
6/1/06,0.818734436,0.221541572,0.045599563,2.6924,28.14333333,
7/1/06,0.746468625,0.372256924,0.037159011,0.393290323,30.0516129,
8/1/06,0.617763988,0.168841484,0.018387682,0.180258065,31.39354839,
9/1/06,0.588707249,0.224108966,0.025815526,2.54,26.78333333,
10/1/06,0.661152705,0.235440881,0.019429011,3.220064516,22.04193548,
11/1/06,0.669032705,0.167041081,0.0314317,1.0922,17.72,
12/1/06,0.816255951,0.150563416,0.047535765,3.441290323,12.65483871,
1/1/07,1.550210356,0.717621979,0.243981607,5.669935484,8.619354839,
2/1/07,1.854045557,0.419696125,0.142019101,0.127,12.48928571,
3/1/07,2.286722412,1.647401083,0.549136739,4.87516129,18.60967742,
4/1/07,2.714830511,2.59297368,0.669599042,1.905,18.72666667,
5/1/07,2.800992892,2.418167389,0.807486863,5.743677419,24.13225806,
6/1/07,2.966661671,2.594200743,0.697160773,4.580466667,27.18666667,
7/1/07,3.078315303,3.263562289,1.406342505,8.062451613,27.25483871,
8/1/07,2.997931995,3.071007729,0.905225657,2.048387097,29.47419355,
9/1/07,2.787793587,2.8298913,0.541040557,3.361266667,27.40333333,
10/1/07,2.572905256,2.54714606,0.256797265,0.925870968,23.30645161,
11/1/07,2.461017173,2.415615828,0.218502231,0.982133333,17.17666667,
12/1/07,2.320519939,2.23913184,0.156208516,0.548967742,12.58709677,
1/1/08,2.024197837,2.036072644,0.12505085,0.671870968,10.21612903,
2/1/08,1.688172303,1.541803497,0.121606211,0.446689655,15.20689655,
3/1/08,1.513033077,0.996204946,0.104187728,2.343354839,17.38387097,
4/1/08,1.379691175,0.696405657,0.06950842,2.980266667,20.94666667,
5/1/08,1.28942133,0.612283308,0.045124266,1.392903226,26.50645161,
6/1/08,0.865362844,0.443630603,0.023691762,0.626533333,30.78,
7/1/08,0.711300928,0.389767697,0.031705734,0.311354839,30.32903226,
8/1/08,0.707099073,0.439367852,0.060049985,1.958258065,30.10967742,
9/1/08,0.690081561,0.378973802,0.044212037,0.016933333,27.00666667,
10/1/08,0.6047017,0.304305626,0.028974529,1.646903226,21.69677419,
11/1/08,0.56076796,0.252746737,0.028213019,0.6096,17.07,
12/1/08,0.559120711,0.188032999,0.033212921,0.327741935,11.91612903,
1/1/09,0.532722102,0.164995873,0.029495193,0.606322581,11.96774194,
2/1/09,0.528817118,0.185627045,0.030268687,1.3335,16.07857143,
3/1/09,0.594014374,0.232855827,0.015309366,2.49083871,17.65806452,
4/1/09,0.548969274,0.193545649,0.021888923,2.404533333,20.60666667,
5/1/09,0.525779908,0.227311206,0.010595981,1.450258065,25.79032258,
6/1/09,0.498470897,0.160698107,0.005049838,1.143,30.32666667,
7/1/09,0.45772813,0.089216337,0.006467202,0.20483871,31.91935484,
8/1/09,0.423565224,0.124575858,0.00290476,0.630903226,31.72258065,
9/1/09,0.819678331,0.897398637,0.016461527,5.808133333,25.65666667,
10/1/09,1.317646832,2.395787945,0.141310201,5.63716129,20.42903226,
11/1/09,1.56393946,1.968209646,0.220267314,2.370666667,16.21,
12/1/09,2.02346708,1.192687327,0.281387249,2.138516129,8.638709677,
1/1/10,2.119653015,1.70312133,0.731104452,2.695677419,9.332258065,
2/1/10,2.469127927,2.602318239,1.567539745,2.794,8.492857143,
3/1/10,2.581857034,2.173820403,0.766107728,2.720258065,15.00967742,
4/1/10,2.72813943,2.222211763,0.473268903,1.8034,20.37333333,
5/1/10,2.767743433,2.363908657,0.30339218,1.540387097,25.89677419,
6/1/10,2.748527559,2.348127343,0.174648873,5.020733333,28.94,
7/1/10,2.816338796,2.317870944,0.180314374,2.769419355,29.17741935,
8/1/10,2.595193355,1.560166925,0.087700016,0,31.47096774,
9/1/10,2.996111192,2.257324653,0.429689275,11.176,27.06,
10/1/10,2.595467389,2.095812057,0.199789057,0.065548387,21.80645161,
11/1/10,2.215982057,1.474835781,0.055255607,0.575733333,16.79333333,
12/1/10,1.996977126,0.974647605,0.096341221,0.647290323,12.31290323,
1/1/11,1.756101237,0.859187945,0.079689088,2.392516129,9.838709677,
2/1/11,1.467925122,0.664232325,0.059040626,0.435428571,12.80714286,
3/1/11,1.240095209,0.564510047,0.085105827,0.073741935,19.20645161,
4/1/11,1.114645488,0.454957342,0.049054218,0.2286,24.50666667,
5/1/11,0.929706028,0.4137,0.040209923,2.990645161,25.58387097,
6/1/11,0.776919892,0.310003402,0.015394926,1.7018,30.6,
7/1/11,0.60762473,0.201689026,0.005352798,0.040967742,32.04516129,
8/1/11,0.562683153,0.04693289,0.002046121,0,33.1516129,
9/1/11,0.530091376,0.067847165,0.001387525,0.1524,29.11333333,
10/1/11,0.487232458,0.399176198,0.009262349,1.794387097,22.05483871,
11/1/11,0.511874204,0.318753308,0.01877407,2.4638,16.63333333,
12/1/11,0.658412365,0.714954715,0.061666785,4.039419355,11.23225806,
1/1/12,0.85224575,0.869783926,0.115907249,3.850967742,12.82903226,
2/1/12,1.903282696,1.743146044,0.455403251,2.66262069,14.13103448,
3/1/12,2.55673725,1.920704329,0.98433014,4.481870968,18.97096774,
4/1/12,2.70576912,1.434531469,0.584459722,0.186266667,23.22333333,
5/1/12,2.504853479,1.549479599,0.519659815,4.465483871,25.44516129,
6/1/12,2.259590001,0.744638687,0.225166128,0.0508,29.55333333,
7/1/12,2.246530758,0.507054251,0.168695332,4.768645161,29.55483871,
8/1/12,1.98903014,0.32883167,0.081114065,1.024193548,30.61612903,
9/1/12,1.519765179,0.612304622,0.064411388,4.826,26.65333333,
10/1/12,1.20702844,0.787939104,0.039552241,0.786580645,21.20322581,
11/1/12,0.96617082,0.403854872,0.085639584,0,17.87333333,
12/1/12,0.858639877,0.234938485,0.061310541,0.254,14.07741935,
1/1/13,0.783828594,0.35725813,0.034966739,2.359741935,12.00967742,
2/1/13,0.767083159,0.211516734,0.019386927,0.344714286,14.97857143,
3/1/13,0.724271871,0.21619456,0.013665162,0.958645161,17.09677419,
4/1/13,0.757853215,0.241438877,0.023097108,2.726266667,19.42,
5/1/13,0.715959506,0.635914173,0.018387682,4.940709677,24.28064516,
6/1/13,0.677244591,0.813448625,0.008683833,0.778933333,29.57666667,
7/1/13,0.586158733,0.23615337,0.00480473,2.384322581,29.88387097,
8/1/13,0.571269552,0.03075575,0.001013926,0.221225806,31.16451613,139.916755
9/1/13,0.857622906,0.221541572,0.003124292,4.9276,28.59666667,139.7605691
10/1/13,1.777567234,0.847678517,0.149366801,10.88103226,21.92258065,140.9238788
11/1/13,2.698595519,1.759986431,0.407894742,2.904066667,14.38333333,145.450813
12/1/13,2.220314839,0.844572798,0.19597085,0.589935484,10.08709677,148.6517506
1/1/14,2.081288255,0.425118084,0.101310371,0.368709677,10.34193548,149.9469906
2/1/14,1.726822009,0.227849487,0.055318983,0.344714286,12.71428571,149.4653343
3/1/14,1.483072026,0.161707465,0.040757991,1.040580645,14.91290323,147.7942565
4/1/14,1.288794097,0.162028999,0.04104055,1.6002,20.67,146.065752
5/1/14,1.38414575,0.49216507,0.062424946,5.809225806,23.64193548,144.6582415
6/1/14,1.815770619,0.865740402,0.076823606,2.607733333,27.79666667,145.673374
7/1/14,1.387342814,0.569013339,0.019547759,4.572,29.11290323,145.7005311
8/1/14,1.003603865,0.096039784,0.008705147,0.098322581,30.64193548,144.4667585
9/1/14,1.098599274,0.120129504,0.015347731,5.909733333,27.00333333,143.3579268
10/1/14,1.015570016,0.170412612,0.019355935,1.515806452,23.59032258,143.1101495
11/1/14,1.224609243,1.049809347,0.026636714,4.893733333,13.16333333,142.3875
12/1/14,1.62483895,0.563961979,0.023466445,0.868516129,12.80322581,143.8880803
1/1/15,2.067677899,1.177432767,0.132367558,4.11316129,9.25483871,144.8234658
2/1/15,2.489961036,1.516973947,0.118880192,0.453571429,10.7,147.5280923
3/1/15,2.57062164,1.313536322,0.23691153,3.957483871,15.69354839,149.3350708
4/1/15,2.650173711,1.747621407,0.222466589,1.9558,21.76333333,151.2695122
5/1/15,2.728647915,2.9772881,1.471955379,14.41245161,23.98064516,152.5644178
6/1/15,2.872555349,2.91314283,1.358736709,7.526866667,27.25,155.7718496
7/1/15,3.162352397,2.366557652,0.595713385,0,29.76774194,158.3574941
8/1/15,2.876169553,2.01506337,0.176386553,0.286774194,30.76129032,159.2758655
9/1/15,2.582874004,1.390262798,0.134240733,1.6002,28.55,158.8606707
10/1/15,2.339793664,1.464620403,0.31776983,9.709354839,23.66451613,157.3702793
11/1/15,2.762402814,2.814788981,1.202522103,3.158066667,16.36,157.0824343
12/1/15,2.882472335,2.533535705,0.832606646,2.458064516,13.93225806,158.758003
1/1/16,2.964134468,2.180853942,0.594105719,0.278580645,11.04193548,160.0685484
2/1/16,2.889294837,1.887854896,0.319892491,1.173655172,15.44137931,160.8655383
3/1/16,2.884573263,1.890651933,0.306306074,2.875935484,18.92258065,161.1680763
4/1/16,2.980820094,2.394566972,0.959724018,6.028266667,21.11666667,161.6351626
5/1/16,3.211678518,3.004965535,1.273710047,5.858387097,23.43225806,162.7577695
